Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
Toronto Raptors,Washington Wizards,,,2021-12-05,Under,Under,True,83,26011
Atlanta Hawks,Charlotte Hornets,,,2021-12-05,-,Over,False,0,26011
Houston Rockets,New Orleans Pelicans,,,2021-12-05,Over,Over,True,110.0,26121
Charlotte Hornets,Philadelphia 76ers,,,2021-12-06,-,Over,False,0,26121
Detroit Pistons,Oklahoma City Thunder,,,2021-12-06,Over,Over,True,80,26201
Indiana Pacers,Washington Wizards,,,2021-12-06,Over,Over,True,100.0,26301
Miami Heat,Memphis Grizzlies,,,2021-12-06,Under,Under,True,105.0,26406
Chicago Bulls,Denver Nuggets,,,2021-12-06,Under,Under,True,125.0,26531
Minnesota Timberwolves,Atlanta Hawks,,,2021-12-06,Over,Over,True,105.0,26636
Milwaukee Bucks,Cleveland Cavaliers,,,2021-12-06,Over,Over,True,100.0,26736
Phoenix Suns,San Antonio Spurs,,,2021-12-06,Under,Under,True,110.0,26846
Portland Trail Blazers,LA Clippers,,,2021-12-06,-,Under,False,0,26846
Golden State Warriors,Orlando Magic,,,2021-12-06,Over,Over,True,120.0,26966
Dallas Mavericks,Brooklyn Nets,,,2021-12-07,Under,Over,False,-100,26866
San Antonio Spurs,New York Knicks,,,2021-12-07,Over,Over,True,125.0,26991
Los Angeles Lakers,Boston Celtics,,,2021-12-07,Over,Over,True,72,27063
Indiana Pacers,New York Knicks,,,2021-12-08,Over,Over,True,110.0,27173
Cleveland Cavaliers,Chicago Bulls,,,2021-12-08,Under,Under,True,83,27256
Detroit Pistons,Washington Wizards,,,2021-12-08,Over,Over,True,72,27328
Charlotte Hornets,Philadelphia 76ers,,,2021-12-08,-,Under,False,0,27328
Toronto Raptors,Oklahoma City Thunder,,,2021-12-08,Over,Over,True,83,27411
Miami Heat,Milwaukee Bucks,,,2021-12-08,Over,Over,True,100.0,27511
Houston Rockets,Brooklyn Nets,,,2021-12-08,Under,Under,True,120.0,27631
Minnesota Timberwolves,Utah Jazz,,,2021-12-08,Over,Over,True,105.0,27736
Memphis Grizzlies,Dallas Mavericks,,,2021-12-08,Under,Under,True,105.0,27841
New Orleans Pelicans,Denver Nuggets,,,2021-12-08,Over,Over,True,120.0,27961
Sacramento Kings,Orlando Magic,,,2021-12-08,Over,Over,True,105.0,28066
Golden State Warriors,Portland Trail Blazers,,,2021-12-08,Under,Under,True,105.0,28171
LA Clippers,Boston Celtics,,,2021-12-08,-,Under,False,0,28171
Philadelphia 76ers,Utah Jazz,,,2021-12-09,Under,Under,True,80,28251
Memphis Grizzlies,Los Angeles Lakers,,,2021-12-09,Under,Under,True,80,28331
San Antonio Spurs,Denver Nuggets,,,2021-12-09,Over,Over,True,83,28414
Charlotte Hornets,Sacramento Kings,,,2021-12-10,-,Over,False,0,28414
Indiana Pacers,Dallas Mavericks,,,2021-12-10,Under,Under,True,90,28504
Atlanta Hawks,Brooklyn Nets,,,2021-12-10,Under,Over,False,-100,28404
Toronto Raptors,New York Knicks,,,2021-12-10,Under,Under,True,105.0,28509
Minnesota Timberwolves,Cleveland Cavaliers,,,2021-12-10,Over,Over,True,115.0,28624
Houston Rockets,Milwaukee Bucks,,,2021-12-10,Over,Over,True,83,28707
Oklahoma City Thunder,Los Angeles Lakers,,,2021-12-10,Under,Under,True,83,28790
New Orleans Pelicans,Detroit Pistons,,,2021-12-10,Under,Under,True,80,28870
Phoenix Suns,Boston Celtics,,,2021-12-10,Under,Under,True,125.0,28995
LA Clippers,Orlando Magic,,,2021-12-11,-,Under,False,0,28995
Washington Wizards,Utah Jazz,,,2021-12-11,Over,Over,True,80,29075
Memphis Grizzlies,Houston Rockets,,,2021-12-11,Under,Under,True,72,29147
Miami Heat,Chicago Bulls,,,2021-12-11,Under,Under,True,120.0,29267
Cleveland Cavaliers,Sacramento Kings,,,2021-12-11,Over,Over,True,90,29357
Philadelphia 76ers,Golden State Warriors,,,2021-12-11,Under,Under,True,100.0,29457
San Antonio Spurs,Denver Nuggets,,,2021-12-11,Over,Over,True,110.0,29567
New York Knicks,Milwaukee Bucks,,,2021-12-12,Under,Under,True,125.0,29692
Detroit Pistons,Brooklyn Nets,,,2021-12-12,Over,Over,True,105.0,29797
San Antonio Spurs,New Orleans Pelicans,,,2021-12-12,Under,Under,True,105.0,29902
Oklahoma City Thunder,Dallas Mavericks,,,2021-12-12,Under,Under,True,105.0,30007
Portland Trail Blazers,Minnesota Timberwolves,,,2021-12-12,Over,Over,True,83,30090
Los Angeles Lakers,Orlando Magic,,,2021-12-12,Under,Under,True,83,30173
Cleveland Cavaliers,Miami Heat,,,2021-12-13,Under,Under,True,110.0,30283
Indiana Pacers,Golden State Warriors,,,2021-12-13,Under,Under,True,72,30355
Toronto Raptors,Sacramento Kings,,,2021-12-13,Over,Over,True,83,30438
Atlanta Hawks,Houston Rockets,,,2021-12-13,Over,Over,True,105.0,30543
Boston Celtics,Milwaukee Bucks,,,2021-12-13,Over,Over,True,110.0,30653
Memphis Grizzlies,Philadelphia 76ers,,,2021-12-13,Over,Over,True,83,30736
Dallas Mavericks,Charlotte Hornets,,,2021-12-13,-,Under,False,0,30736
Denver Nuggets,Washington Wizards,,,2021-12-13,Over,Over,True,120.0,30856
LA Clippers,Phoenix Suns,,,2021-12-13,-,Under,False,0,30856
New York Knicks,Golden State Warriors,,,2021-12-14,Under,Under,True,72,30928
Brooklyn Nets,Toronto Raptors,,,2021-12-14,Over,Over,True,83,31011
Portland Trail Blazers,Phoenix Suns,,,2021-12-14,Under,Under,True,125.0,31136
Orlando Magic,Atlanta Hawks,,,2021-12-15,Under,Under,True,120.0,31256
Cleveland Cavaliers,Houston Rockets,,,2021-12-15,Under,Under,True,80,31336
Philadelphia 76ers,Miami Heat,,,2021-12-15,Under,Under,True,83,31419
Dallas Mavericks,Los Angeles Lakers,,,2021-12-15,Under,Under,True,110.0,31529
Oklahoma City Thunder,New Orleans Pelicans,,,2021-12-15,Over,Over,True,83,31612
Milwaukee Bucks,Indiana Pacers,,,2021-12-15,Under,Under,True,110.0,31722
San Antonio Spurs,Charlotte Hornets,,,2021-12-15,-,Under,False,0,31722
Denver Nuggets,Minnesota Timberwolves,,,2021-12-15,Over,Over,True,105.0,31827
Sacramento Kings,Washington Wizards,,,2021-12-15,Under,Under,True,105.0,31932
Utah Jazz,LA Clippers,,,2021-12-15,-,Over,False,0,31932
Portland Trail Blazers,Memphis Grizzlies,,,2021-12-15,Under,Under,True,72,32004
Indiana Pacers,Detroit Pistons,,,2021-12-16,Over,Over,True,120.0,32124
Brooklyn Nets,Philadelphia 76ers,,,2021-12-16,Over,Over,True,105.0,32229
Houston Rockets,New York Knicks,,,2021-12-16,Over,Over,True,120.0,32349
Phoenix Suns,Washington Wizards,,,2021-12-16,Under,Under,True,120.0,32469
Orlando Magic,Miami Heat,,,2021-12-17,Over,Over,True,110.0,32579
Atlanta Hawks,Denver Nuggets,,,2021-12-17,Over,Over,True,72,32651
Boston Celtics,Golden State Warriors,,,2021-12-17,Over,Over,True,110.0,32761
Minnesota Timberwolves,Los Angeles Lakers,,,2021-12-17,Under,Under,True,80,32841
Utah Jazz,San Antonio Spurs,,,2021-12-17,Over,Over,True,105.0,32946
Portland Trail Blazers,Charlotte Hornets,,,2021-12-17,-,Over,False,0,32946
Sacramento Kings,Memphis Grizzlies,,,2021-12-17,Over,Over,True,120.0,33066
New Orleans Pelicans,Milwaukee Bucks,,,2021-12-17,Over,Over,True,120.0,33186
Detroit Pistons,Houston Rockets,,,2021-12-18,Over,Over,True,83,33269
Brooklyn Nets,Orlando Magic,,,2021-12-18,Under,Under,True,120.0,33389
Toronto Raptors,Golden State Warriors,,,2021-12-18,Over,Over,True,115.0,33504
Oklahoma City Thunder,LA Clippers,,,2021-12-18,-,Under,False,0,33504
Boston Celtics,New York Knicks,,,2021-12-18,Over,Over,True,72,33576
Milwaukee Bucks,Cleveland Cavaliers,,,2021-12-18,Under,Under,True,120.0,33696
Utah Jazz,Washington Wizards,,,2021-12-18,Under,Under,True,72,33768
Chicago Bulls,Los Angeles Lakers,,,2021-12-19,Over,Over,True,80,33848
Sacramento Kings,San Antonio Spurs,,,2021-12-19,Over,Over,True,83,33931
Memphis Grizzlies,Portland Trail Blazers,,,2021-12-19,Under,Under,True,100.0,34031
Detroit Pistons,Miami Heat,,,2021-12-19,Under,Under,True,72,34103
Minnesota Timberwolves,Dallas Mavericks,,,2021-12-19,Over,Over,True,83,34186
Phoenix Suns,Charlotte Hornets,,,2021-12-19,-,Over,False,0,34186
Boston Celtics,Philadelphia 76ers,,,2021-12-20,Under,Under,True,105.0,34291
Memphis Grizzlies,Oklahoma City Thunder,,,2021-12-20,Under,Under,True,105.0,34396
Chicago Bulls,Houston Rockets,,,2021-12-20,Over,Over,True,105.0,34501
Utah Jazz,Charlotte Hornets,,,2021-12-20,-,Under,False,0,34501
Golden State Warriors,Sacramento Kings,,,2021-12-20,Under,Under,True,80,34581
LA Clippers,San Antonio Spurs,,,2021-12-20,-,Under,False,0,34581
New York Knicks,Detroit Pistons,,,2021-12-21,Under,Under,True,83,34664
Miami Heat,Indiana Pacers,,,2021-12-21,Over,Over,True,105.0,34769
New Orleans Pelicans,Portland Trail Blazers,,,2021-12-21,Under,Under,True,90,34859
Dallas Mavericks,Minnesota Timberwolves,,,2021-12-21,Over,Over,True,80,34939
Los Angeles Lakers,Phoenix Suns,,,2021-12-21,Under,Under,True,80,35019
Atlanta Hawks,Orlando Magic,,,2021-12-22,Under,Under,True,80,35099
Boston Celtics,Cleveland Cavaliers,,,2021-12-22,Under,Under,True,83,35182
Milwaukee Bucks,Houston Rockets,,,2021-12-22,Over,Over,True,105.0,35287
Oklahoma City Thunder,Denver Nuggets,,,2021-12-22,Under,Under,True,83,35370
Sacramento Kings,LA Clippers,,,2021-12-22,-,Under,False,0,35370
Philadelphia 76ers,Atlanta Hawks,,,2021-12-23,Under,Under,True,80,35450
Indiana Pacers,Houston Rockets,,,2021-12-23,Over,Over,True,83,35533
Orlando Magic,New Orleans Pelicans,,,2021-12-23,Over,Over,True,72,35605
Miami Heat,Detroit Pistons,,,2021-12-23,Over,Over,True,100.0,35705
New York Knicks,Washington Wizards,,,2021-12-23,Over,Over,True,125.0,35830
Dallas Mavericks,Milwaukee Bucks,,,2021-12-23,Under,Under,True,115.0,35945
Utah Jazz,Minnesota Timberwolves,,,2021-12-23,Over,Over,True,72,36017
Denver Nuggets,Charlotte Hornets,,,2021-12-23,-,Under,False,0,36017
Phoenix Suns,Oklahoma City Thunder,,,2021-12-23,Under,Under,True,83,36100
Golden State Warriors,Memphis Grizzlies,,,2021-12-23,Under,Under,True,83,36183
Los Angeles Lakers,San Antonio Spurs,,,2021-12-23,Over,Over,True,80,36263
New York Knicks,Atlanta Hawks,,,2021-12-25,Under,Under,True,115.0,36378
Milwaukee Bucks,Boston Celtics,,,2021-12-25,Under,Under,True,120.0,36498
Phoenix Suns,Golden State Warriors,,,2021-12-25,Under,Under,True,110.0,36608
Los Angeles Lakers,Brooklyn Nets,,,2021-12-25,Under,Under,True,90,36698
Utah Jazz,Dallas Mavericks,,,2021-12-25,Over,Over,True,80,36778
Miami Heat,Orlando Magic,,,2021-12-26,Under,Under,True,80,36858
Washington Wizards,Philadelphia 76ers,,,2021-12-26,Over,Over,True,115.0,36973
Cleveland Cavaliers,Toronto Raptors,,,2021-12-26,Over,Over,True,100.0,37073
Sacramento Kings,Memphis Grizzlies,,,2021-12-26,Over,Over,True,125.0,37198
Oklahoma City Thunder,New Orleans Pelicans,,,2021-12-26,Over,Over,True,100.0,37298
San Antonio Spurs,Detroit Pistons,,,2021-12-26,Over,Over,True,110.0,37408
Chicago Bulls,Indiana Pacers,,,2021-12-26,Over,Over,True,105.0,37513
LA Clippers,Denver Nuggets,,,2021-12-26,-,Over,False,0,37513
Charlotte Hornets,Houston Rockets,,,2021-12-27,-,Under,False,0,37513
Atlanta Hawks,Chicago Bulls,,,2021-12-27,Over,Over,True,110.0,37623
Minnesota Timberwolves,Boston Celtics,,,2021-12-27,Under,Under,True,90,37713
San Antonio Spurs,Utah Jazz,,,2021-12-27,Under,Under,True,105.0,37818
Portland Trail Blazers,Dallas Mavericks,,,2021-12-27,Over,Over,True,125.0,37943
LA Clippers,Brooklyn Nets,,,2021-12-27,-,Over,False,0,37943
Orlando Magic,Milwaukee Bucks,,,2021-12-28,Over,Over,True,110.0,38053
Toronto Raptors,Philadelphia 76ers,,,2021-12-28,Over,Over,True,72,38125
Miami Heat,Washington Wizards,,,2021-12-28,Over,Over,True,105.0,38230
Minnesota Timberwolves,New York Knicks,,,2021-12-28,Under,Under,True,72,38302
Houston Rockets,Los Angeles Lakers,,,2021-12-28,Over,Over,True,90,38392
New Orleans Pelicans,Cleveland Cavaliers,,,2021-12-28,Under,Under,True,100.0,38492
Golden State Warriors,Denver Nuggets,,,2021-12-28,Under,Under,True,100.0,38592
Detroit Pistons,New York Knicks,,,2021-12-29,Under,Under,True,125.0,38717
Indiana Pacers,Charlotte Hornets,,,2021-12-29,-,Under,False,0,38717
Boston Celtics,LA Clippers,,,2021-12-29,-,Under,False,0,38717
Memphis Grizzlies,Los Angeles Lakers,,,2021-12-29,Under,Over,False,-100,38617
Chicago Bulls,Atlanta Hawks,,,2021-12-29,Over,Over,True,105.0,38722
Phoenix Suns,Oklahoma City Thunder,,,2021-12-29,Under,Under,True,83,38805
Portland Trail Blazers,Utah Jazz,,,2021-12-29,Under,Under,True,105.0,38910
Sacramento Kings,Dallas Mavericks,,,2021-12-29,Under,Under,True,72,38982
Brooklyn Nets,Philadelphia 76ers,,,2021-12-30,Under,Under,True,115.0,39097
Washington Wizards,Cleveland Cavaliers,,,2021-12-30,Under,Under,True,80,39177
Orlando Magic,Milwaukee Bucks,,,2021-12-30,Over,Over,True,83,39260
Boston Celtics,Phoenix Suns,,,2021-12-31,Over,Over,True,90,39350
Indiana Pacers,Chicago Bulls,,,2021-12-31,Under,Under,True,120.0,39470
Sacramento Kings,Dallas Mavericks,,,2021-12-31,Under,Under,True,83,39553
Houston Rockets,Miami Heat,,,2021-12-31,Over,Over,True,120.0,39673
Cleveland Cavaliers,Atlanta Hawks,,,2021-12-31,Over,Over,True,72,39745
Toronto Raptors,LA Clippers,,,2021-12-31,-,Over,False,0,39745
Memphis Grizzlies,San Antonio Spurs,,,2021-12-31,Under,Over,False,-100,39645
Utah Jazz,Minnesota Timberwolves,,,2021-12-31,Over,Over,True,115.0,39760
Los Angeles Lakers,Portland Trail Blazers,,,2021-12-31,Over,Over,True,80,39840
Toronto Raptors,New York Knicks,,,2022-01-02,Over,Over,True,105.0,39945
Sacramento Kings,Miami Heat,,,2022-01-02,Over,Over,True,105.0,40050
Oklahoma City Thunder,Dallas Mavericks,,,2022-01-02,Under,Under,True,80,40130
Charlotte Hornets,Phoenix Suns,,,2022-01-02,-,Over,False,0,40130
New Orleans Pelicans,Utah Jazz,,,2022-01-03,Under,Under,True,105.0,40235
Golden State Warriors,Miami Heat,,,2022-01-03,Over,Over,True,90,40325
Dallas Mavericks,Golden State Warriors,,,2022-01-05,Under,Under,True,83,40408
Milwaukee Bucks,Toronto Raptors,,,2022-01-05,Over,Over,True,100.0,40508
Denver Nuggets,Utah Jazz,,,2022-01-05,Over,Over,True,110.0,40618
New Orleans Pelicans,Golden State Warriors,,,2022-01-06,Under,Under,True,115.0,40733
Philadelphia 76ers,San Antonio Spurs,,,2022-01-07,Under,Under,True,90,40823
Houston Rockets,Dallas Mavericks,,,2022-01-07,Over,Under,False,-100,40723
Oklahoma City Thunder,Minnesota Timberwolves,,,2022-01-07,Over,Over,True,120.0,40843
Portland Trail Blazers,Cleveland Cavaliers,,,2022-01-07,Under,Under,True,90,40933
Detroit Pistons,Orlando Magic,,,2022-01-08,Under,Under,True,90,41023
Boston Celtics,New York Knicks,,,2022-01-08,Under,Under,True,83,41106
Houston Rockets,Minnesota Timberwolves,,,2022-01-09,Over,Over,True,72,41178
Oklahoma City Thunder,Denver Nuggets,,,2022-01-09,Under,Under,True,83,41261
Brooklyn Nets,San Antonio Spurs,,,2022-01-09,Over,Over,True,83,41344
Golden State Warriors,Cleveland Cavaliers,,,2022-01-09,Under,Under,True,100.0,41444
Portland Trail Blazers,Sacramento Kings,,,2022-01-09,Under,Under,True,120.0,41564
Houston Rockets,Philadelphia 76ers,,,2022-01-10,Under,Under,True,83,41647
Washington Wizards,Oklahoma City Thunder,,,2022-01-11,Over,Over,True,100.0,41747
Toronto Raptors,Phoenix Suns,,,2022-01-11,Under,Under,True,100.0,41847
New Orleans Pelicans,Minnesota Timberwolves,,,2022-01-11,Over,Over,True,105.0,41952
Washington Wizards,Orlando Magic,,,2022-01-12,Under,Under,False,-100,41852
San Antonio Spurs,Houston Rockets,,,2022-01-12,Over,Over,True,125.0,41977
Memphis Grizzlies,Minnesota Timberwolves,,,2022-01-13,Under,Under,True,110.0,42087
New Orleans Pelicans,LA Clippers,,,2022-01-13,-,Under,False,0,42087
Detroit Pistons,Toronto Raptors,,,2022-01-14,Under,Under,True,125.0,42212
Indiana Pacers,Phoenix Suns,,,2022-01-14,Under,Under,True,125.0,42337
Memphis Grizzlies,Dallas Mavericks,,,2022-01-14,Under,Under,True,110.0,42447
Milwaukee Bucks,Toronto Raptors,,,2022-01-15,Under,Under,True,110.0,42557
Brooklyn Nets,New Orleans Pelicans,,,2022-01-15,Over,Over,True,83,42640
Oklahoma City Thunder,Cleveland Cavaliers,,,2022-01-15,Under,Under,False,-100,42540
Boston Celtics,Chicago Bulls,,,2022-01-15,Over,Over,True,80,42620
San Antonio Spurs,LA Clippers,,,2022-01-15,-,Under,False,0,42620
Sacramento Kings,Houston Rockets,,,2022-01-16,Under,Under,True,80,42700
Minnesota Timberwolves,Golden State Warriors,,,2022-01-16,Under,Under,True,125.0,42825
Detroit Pistons,Phoenix Suns,,,2022-01-16,Over,Over,True,110.0,42935
Cleveland Cavaliers,Brooklyn Nets,,,2022-01-17,Over,Over,True,110.0,43045
Miami Heat,Toronto Raptors,,,2022-01-17,Under,Under,True,100.0,43145
Dallas Mavericks,Oklahoma City Thunder,,,2022-01-17,Under,Under,True,83,43228
Golden State Warriors,Detroit Pistons,,,2022-01-18,Under,Under,True,80,43308
Washington Wizards,Brooklyn Nets,,,2022-01-19,Over,Over,True,110.0,43418
Philadelphia 76ers,Orlando Magic,,,2022-01-19,Over,Over,True,110.0,43528
Miami Heat,Portland Trail Blazers,,,2022-01-19,Under,Under,True,80,43608
Atlanta Hawks,Minnesota Timberwolves,,,2022-01-19,Over,Over,True,90,43698
Chicago Bulls,Cleveland Cavaliers,,,2022-01-19,Over,Over,True,83,43781
Milwaukee Bucks,Memphis Grizzlies,,,2022-01-19,Over,Over,True,83,43864
Dallas Mavericks,Toronto Raptors,,,2022-01-19,Under,Under,True,80,43944
San Antonio Spurs,Oklahoma City Thunder,,,2022-01-19,Under,Under,True,115.0,44059
Sacramento Kings,Detroit Pistons,,,2022-01-19,Over,Over,True,125.0,44184
Denver Nuggets,LA Clippers,,,2022-01-19,-,Over,False,0,44184
New York Knicks,New Orleans Pelicans,,,2022-01-20,Under,Under,True,110.0,44294
Dallas Mavericks,Phoenix Suns,,,2022-01-20,Under,Under,True,110.0,44404
Philadelphia 76ers,LA Clippers,,,2022-01-21,-,Under,False,0,44404
Milwaukee Bucks,Chicago Bulls,,,2022-01-21,Under,Under,True,115.0,44519
Utah Jazz,Detroit Pistons,,,2022-01-21,Under,Under,True,83,44602
Denver Nuggets,Memphis Grizzlies,,,2022-01-21,Over,Over,True,120.0,44722
New York Knicks,LA Clippers,,,2022-01-23,-,Over,False,0,44722
Washington Wizards,Boston Celtics,,,2022-01-23,Under,Under,True,120.0,44842
Toronto Raptors,Portland Trail Blazers,,,2022-01-23,Over,Over,True,120.0,44962
Dallas Mavericks,Memphis Grizzlies,,,2022-01-23,Under,Under,True,100.0,45062
Denver Nuggets,Detroit Pistons,,,2022-01-23,Over,Over,True,125.0,45187
Golden State Warriors,Utah Jazz,,,2022-01-23,Under,Under,True,115.0,45302
Cleveland Cavaliers,New York Knicks,,,2022-01-24,Under,Under,True,110.0,45412
Oklahoma City Thunder,Chicago Bulls,,,2022-01-24,Over,Over,True,125.0,45537
Washington Wizards,LA Clippers,,,2022-01-25,-,Over,False,0,45537
Detroit Pistons,Denver Nuggets,,,2022-01-25,Under,Under,True,120.0,45657
Boston Celtics,Sacramento Kings,,,2022-01-25,Under,Under,True,72,45729
Golden State Warriors,Dallas Mavericks,,,2022-01-25,Over,Over,True,100.0,45829
Portland Trail Blazers,Minnesota Timberwolves,,,2022-01-25,Under,Under,True,115.0,45944
Philadelphia 76ers,New Orleans Pelicans,,,2022-01-25,Over,Over,True,125.0,46069
Orlando Magic,LA Clippers,,,2022-01-26,-,Over,False,0,46069
Cleveland Cavaliers,Milwaukee Bucks,,,2022-01-26,Under,Under,True,80,46149
Atlanta Hawks,Sacramento Kings,,,2022-01-26,Under,Under,True,100.0,46249
San Antonio Spurs,Memphis Grizzlies,,,2022-01-26,Over,Over,True,115.0,46364
Portland Trail Blazers,Dallas Mavericks,,,2022-01-26,Over,Over,True,115.0,46479
Golden State Warriors,Minnesota Timberwolves,,,2022-01-27,Over,Over,True,83,46562
San Antonio Spurs,Chicago Bulls,,,2022-01-28,Over,Over,True,105.0,46667
Milwaukee Bucks,New York Knicks,,,2022-01-28,Over,Over,True,83,46750
New Orleans Pelicans,Denver Nuggets,,,2022-01-28,Over,Under,False,-100,46650
Chicago Bulls,Portland Trail Blazers,,,2022-01-30,Over,Over,True,83,46733
Detroit Pistons,Cleveland Cavaliers,,,2022-01-30,Over,Over,True,83,46816
Milwaukee Bucks,Denver Nuggets,,,2022-01-30,Over,Over,True,125.0,46941
Orlando Magic,Dallas Mavericks,,,2022-01-30,Over,Over,True,105.0,47046
Phoenix Suns,San Antonio Spurs,,,2022-01-30,Under,Under,True,100.0,47146
Cleveland Cavaliers,New Orleans Pelicans,,,2022-01-31,Under,Under,True,83,47229
Philadelphia 76ers,Memphis Grizzlies,,,2022-01-31,Over,Over,True,115.0,47344
New York Knicks,Sacramento Kings,,,2022-01-31,Under,Under,True,83,47427
Boston Celtics,Miami Heat,,,2022-01-31,Over,Over,True,100.0,47527
Houston Rockets,Golden State Warriors,,,2022-01-31,Under,Under,True,100.0,47627
Oklahoma City Thunder,Portland Trail Blazers,,,2022-01-31,Under,Under,True,90,47717
Atlanta Hawks,Toronto Raptors,,,2022-01-31,Under,Under,True,115.0,47832
Milwaukee Bucks,Washington Wizards,,,2022-02-01,Under,Under,True,72,47904
Chicago Bulls,Orlando Magic,,,2022-02-01,Over,Over,True,100.0,48004
San Antonio Spurs,Golden State Warriors,,,2022-02-01,Over,Over,True,125.0,48129
Phoenix Suns,Brooklyn Nets,,,2022-02-01,Over,Over,True,80,48209
Toronto Raptors,Miami Heat,,,2022-02-01,Over,Over,True,120.0,48329
Philadelphia 76ers,Washington Wizards,,,2022-02-02,Under,Under,True,83,48412
Indiana Pacers,Orlando Magic,,,2022-02-02,Over,Over,True,100.0,48512
New York Knicks,Memphis Grizzlies,,,2022-02-02,Over,Over,True,125.0,48637
Dallas Mavericks,Oklahoma City Thunder,,,2022-02-02,Over,Over,True,83,48720
Sacramento Kings,Brooklyn Nets,,,2022-02-02,Under,Under,True,83,48803
Los Angeles Lakers,Portland Trail Blazers,,,2022-02-02,Under,Under,True,115.0,48918
Detroit Pistons,Minnesota Timberwolves,,,2022-02-03,Over,Over,True,105.0,49023
Atlanta Hawks,Phoenix Suns,,,2022-02-03,Over,Over,True,72,49095
Toronto Raptors,Chicago Bulls,,,2022-02-03,Over,Over,True,80,49175
Indiana Pacers,Chicago Bulls,,,2022-02-04,Over,Over,True,83,49258
Toronto Raptors,Atlanta Hawks,,,2022-02-04,Over,Over,True,72,49330
Dallas Mavericks,Philadelphia 76ers,,,2022-02-04,Under,Under,True,110.0,49440
Denver Nuggets,New Orleans Pelicans,,,2022-02-04,Under,Under,True,83,49523
Orlando Magic,Memphis Grizzlies,,,2022-02-05,Over,Over,True,72,49595
Washington Wizards,Phoenix Suns,,,2022-02-05,Under,Under,True,115.0,49710
Los Angeles Lakers,New York Knicks,,,2022-02-05,Over,Over,True,80,49790
Minnesota Timberwolves,Detroit Pistons,,,2022-02-06,Under,Under,True,90,49880
Chicago Bulls,Philadelphia 76ers,,,2022-02-06,Over,Under,False,-100,49780
Dallas Mavericks,Atlanta Hawks,,,2022-02-06,Under,Under,True,100.0,49880
Orlando Magic,Boston Celtics,,,2022-02-06,Under,Under,True,80,49960
Houston Rockets,New Orleans Pelicans,,,2022-02-06,Under,Under,True,120.0,50080
New Orleans Pelicans,Houston Rockets,,,2022-02-08,Under,Under,True,125.0,50205
Memphis Grizzlies,LA Clippers,,,2022-02-08,-,Over,False,0,50205
Sacramento Kings,Minnesota Timberwolves,,,2022-02-09,Over,Under,False,-100,50105
Utah Jazz,Golden State Warriors,,,2022-02-09,Under,Under,True,83,50188
Washington Wizards,Brooklyn Nets,,,2022-02-10,Over,Over,True,100.0,50288
New Orleans Pelicans,Miami Heat,,,2022-02-10,Under,Under,True,115.0,50403
Houston Rockets,Toronto Raptors,,,2022-02-10,Over,Over,True,90,50493
Phoenix Suns,Milwaukee Bucks,,,2022-02-10,Over,Over,True,110.0,50603
Philadelphia 76ers,Oklahoma City Thunder,,,2022-02-11,Under,Under,True,83,50686
Boston Celtics,Denver Nuggets,,,2022-02-11,Under,Under,True,110.0,50796
Toronto Raptors,Denver Nuggets,,,2022-02-12,Under,Over,False,-100,50696
Miami Heat,Brooklyn Nets,,,2022-02-12,Over,Over,True,110.0,50806
Dallas Mavericks,LA Clippers,,,2022-02-12,-,Under,False,0,50806
New Orleans Pelicans,Toronto Raptors,,,2022-02-14,Under,Over,False,-100,50706
Chicago Bulls,San Antonio Spurs,,,2022-02-14,Under,Under,True,115.0,50821
Denver Nuggets,Orlando Magic,,,2022-02-14,Over,Over,True,90,50911
Philadelphia 76ers,Boston Celtics,,,2022-02-15,Over,Over,True,83,50994
Miami Heat,Dallas Mavericks,,,2022-02-15,Under,Under,True,72,51066
Atlanta Hawks,Cleveland Cavaliers,,,2022-02-15,Over,Over,True,110.0,51176
Phoenix Suns,LA Clippers,,,2022-02-15,-,Under,False,0,51176
New York Knicks,Brooklyn Nets,,,2022-02-16,Under,Under,True,120.0,51296
Boston Celtics,Detroit Pistons,,,2022-02-16,Over,Over,True,83,51379
Chicago Bulls,Sacramento Kings,,,2022-02-16,Over,Over,True,80,51459
Oklahoma City Thunder,San Antonio Spurs,,,2022-02-16,Over,Over,True,80,51539
Phoenix Suns,Houston Rockets,,,2022-02-16,Over,Over,True,90,51629
Golden State Warriors,Denver Nuggets,,,2022-02-16,Over,Over,True,125.0,51754
New Orleans Pelicans,Dallas Mavericks,,,2022-02-17,Over,Over,True,83,51837
LA Clippers,Houston Rockets,,,2022-02-17,-,Over,False,0,51837
Brooklyn Nets,Boston Celtics,,,2022-02-24,Over,Over,True,100.0,51937
Oklahoma City Thunder,Phoenix Suns,,,2022-02-24,Over,Over,True,110.0,52047
Minnesota Timberwolves,Philadelphia 76ers,,,2022-02-25,Over,Over,True,72,52119
Los Angeles Lakers,LA Clippers,,,2022-02-25,-,Under,False,0,52119
Miami Heat,San Antonio Spurs,,,2022-02-26,Over,Over,True,100.0,52219
Milwaukee Bucks,Brooklyn Nets,,,2022-02-26,Over,Over,True,83,52302
Denver Nuggets,Sacramento Kings,,,2022-02-26,Under,Under,True,83,52385
New York Knicks,Philadelphia 76ers,,,2022-02-27,Over,Over,True,83,52468
Phoenix Suns,Utah Jazz,,,2022-02-27,Over,Over,True,80,52548
