Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
Sacramento Kings,Detroit Pistons,1.33,3.5,2021-04-08,L,Away W,True,250.0,16165
New York Knicks,Memphis Grizzlies,2.0,1.83,2021-04-09,W,Home W,True,100.0,16265
Atlanta Hawks,Chicago Bulls,1.71,2.2,2021-04-09,W,Home W,True,71,16336
Milwaukee Bucks,Charlotte Hornets,-,-,2021-04-09,L,Away W,True,0,16336
Denver Nuggets,San Antonio Spurs,1.36,3.4,2021-04-09,W,Away W,False,-100,16236
Golden State Warriors,Washington Wizards,1.53,2.7,2021-04-09,L,Away W,True,170.0,16406
Utah Jazz,Sacramento Kings,1.12,6.5,2021-04-10,W,Home W,True,12,16418
Portland Trail Blazers,Detroit Pistons,1.12,6.5,2021-04-10,W,Home W,True,12,16430
Cleveland Cavaliers,Toronto Raptors,1.71,2.2,2021-04-10,L,Away W,True,120.0,16550
Denver Nuggets,Boston Celtics,1.57,2.55,2021-04-11,L,Away W,True,155.0,16705
New York Knicks,Toronto Raptors,1.65,2.35,2021-04-11,W,Home W,True,64,16769
Minnesota Timberwolves,Chicago Bulls,2.55,1.57,2021-04-11,W,Away W,False,-100,16669
Dallas Mavericks,San Antonio Spurs,1.4,3.1,2021-04-11,L,Away W,True,210.0,16879
Portland Trail Blazers,Miami Heat,1.91,1.91,2021-04-11,L,Away W,True,90,16969
New York Knicks,Los Angeles Lakers,1.87,1.95,2021-04-12,W,Home W,True,86,17055
Utah Jazz,Washington Wizards,1.15,5.75,2021-04-12,L,Home W,False,-100,16955
Memphis Grizzlies,Chicago Bulls,1.71,2.2,2021-04-12,W,Home W,True,71,17026
Toronto Raptors,Atlanta Hawks,1.8,2.05,2021-04-13,L,Away W,True,105.0,17131
Indiana Pacers,LA Clippers,-,-,2021-04-13,L,Away W,True,0,17131
Charlotte Hornets,Los Angeles Lakers,-,-,2021-04-13,L,Away W,True,0,17131
Utah Jazz,Oklahoma City Thunder,1.03,13.0,2021-04-13,W,Home W,True,3,17134
Minnesota Timberwolves,Brooklyn Nets,3.4,1.36,2021-04-13,L,Away W,True,35,17169
Detroit Pistons,LA Clippers,-,-,2021-04-14,L,Away W,True,0,17169
Atlanta Hawks,Milwaukee Bucks,2.55,1.57,2021-04-15,L,Away W,True,57,17226
Cleveland Cavaliers,Golden State Warriors,2.95,1.43,2021-04-15,L,Away W,True,43,17269
Los Angeles Lakers,Boston Celtics,3.8,1.29,2021-04-15,L,Away W,True,29,17298
Phoenix Suns,Sacramento Kings,1.11,7.0,2021-04-15,W,Home W,True,11,17309
Utah Jazz,Indiana Pacers,1.18,5.25,2021-04-16,W,Home W,True,18,17327
Detroit Pistons,Oklahoma City Thunder,1.65,2.35,2021-04-16,W,Away W,False,-100,17227
Toronto Raptors,Orlando Magic,1.65,2.35,2021-04-16,W,Home W,True,64,17291
Chicago Bulls,Memphis Grizzlies,2.45,1.61,2021-04-16,L,Away W,True,60,17351
San Antonio Spurs,Portland Trail Blazers,1.8,2.05,2021-04-16,L,Away W,True,105.0,17456
Los Angeles Lakers,Utah Jazz,1.83,2.0,2021-04-17,W,Home W,True,83,17539
Chicago Bulls,Cleveland Cavaliers,1.67,2.3,2021-04-17,W,Home W,True,66,17605
Boston Celtics,Golden State Warriors,1.67,2.3,2021-04-17,W,Home W,True,66,17671
Phoenix Suns,San Antonio Spurs,1.12,6.75,2021-04-17,L,Away W,True,575.0,18246
Miami Heat,Brooklyn Nets,2.75,1.5,2021-04-18,W,Away W,False,-100,18146
Charlotte Hornets,Portland Trail Blazers,-,-,2021-04-18,W,Home W,True,0,18146
Toronto Raptors,Oklahoma City Thunder,1.45,2.9,2021-04-18,W,Home W,True,45,18191
Dallas Mavericks,Sacramento Kings,1.24,4.4,2021-04-18,L,Away W,True,340.0,18531
Detroit Pistons,Cleveland Cavaliers,2.5,1.59,2021-04-19,W,Home W,True,150.0,18681
Boston Celtics,Chicago Bulls,1.54,2.65,2021-04-19,L,Away W,True,165.0,18846
Washington Wizards,Oklahoma City Thunder,1.1,7.5,2021-04-19,W,Home W,True,10,18856
Milwaukee Bucks,Phoenix Suns,1.67,2.3,2021-04-19,L,Away W,True,130.0,18986
