Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
Detroit Pistons,Golden State Warriors,2.75,1.48,2018-12-01,W,Home W,True,175.0,13965
Washington Wizards,Brooklyn Nets,1.36,3.25,2018-12-01,W,Home W,True,36,14001
Minnesota Timberwolves,Boston Celtics,1.8,2.05,2018-12-01,L,Away W,True,105.0,14106
Houston Rockets,Chicago Bulls,1.06,10.0,2018-12-01,W,Home W,True,6,14112
Cleveland Cavaliers,Toronto Raptors,8.5,1.08,2018-12-01,L,Away W,True,8,14120
Sacramento Kings,Indiana Pacers,2.05,1.8,2018-12-01,W,Home W,True,105.0,14225
Los Angeles Lakers,Phoenix Suns,1.11,7.0,2018-12-02,W,Home W,True,11,14236
Charlotte Hornets,New Orleans Pelicans,-,-,2018-12-02,L,Away W,True,0,14236
Philadelphia 76ers,Memphis Grizzlies,1.36,3.25,2018-12-02,W,Home W,True,36,14272
Miami Heat,Utah Jazz,2.5,1.56,2018-12-02,W,Away W,False,-100,14172
San Antonio Spurs,Portland Trail Blazers,1.91,1.91,2018-12-02,W,Home W,True,90,14262
Dallas Mavericks,LA Clippers,-,-,2018-12-02,W,Home W,True,0,14262
Detroit Pistons,Oklahoma City Thunder,2.15,1.74,2018-12-03,L,Away W,True,74,14336
New York Knicks,Washington Wizards,2.1,1.77,2018-12-03,L,Away W,True,76,14412
Atlanta Hawks,Golden State Warriors,6.5,1.12,2018-12-03,L,Away W,True,12,14424
Toronto Raptors,Denver Nuggets,1.33,3.4,2018-12-03,L,Away W,True,240.0,14664
Brooklyn Nets,Cleveland Cavaliers,1.38,3.1,2018-12-03,L,Away W,True,210.0,14874
Minnesota Timberwolves,Houston Rockets,2.2,1.71,2018-12-03,W,Home W,True,120.0,14994
New Orleans Pelicans,LA Clippers,-,-,2018-12-03,L,Away W,True,0,14994
Indiana Pacers,Chicago Bulls,1.24,4.2,2018-12-04,W,Home W,True,23,15017
Miami Heat,Orlando Magic,1.69,2.25,2018-12-04,L,Away W,True,125.0,15142
Dallas Mavericks,Portland Trail Blazers,1.8,2.05,2018-12-04,W,Home W,True,80,15222
Phoenix Suns,Sacramento Kings,2.9,1.42,2018-12-04,L,Away W,True,41,15263
Utah Jazz,San Antonio Spurs,1.29,3.75,2018-12-04,W,Home W,True,28,15291
Cleveland Cavaliers,Golden State Warriors,6.75,1.12,2018-12-05,L,Away W,True,11,15302
Orlando Magic,Denver Nuggets,2.7,1.5,2018-12-05,L,Away W,True,50,15352
Atlanta Hawks,Washington Wizards,2.4,1.62,2018-12-05,L,Away W,True,62,15414
Brooklyn Nets,Oklahoma City Thunder,3.2,1.37,2018-12-05,L,Away W,True,37,15451
Minnesota Timberwolves,Charlotte Hornets,-,-,2018-12-05,W,Home W,True,0,15451
Toronto Raptors,Philadelphia 76ers,1.37,3.2,2018-12-05,W,Home W,True,37,15488
Milwaukee Bucks,Detroit Pistons,1.3,3.6,2018-12-05,W,Home W,True,30,15518
New Orleans Pelicans,Dallas Mavericks,1.45,2.8,2018-12-05,W,Home W,True,45,15563
Memphis Grizzlies,LA Clippers,-,-,2018-12-05,W,Home W,True,0,15563
Los Angeles Lakers,San Antonio Spurs,1.25,4.0,2018-12-05,W,Home W,True,25,15588
Boston Celtics,New York Knicks,1.07,9.5,2018-12-06,W,Home W,True,6,15594
Portland Trail Blazers,Phoenix Suns,1.07,9.0,2018-12-06,W,Home W,True,7,15601
Utah Jazz,Houston Rockets,1.8,2.05,2018-12-06,W,Home W,True,80,15681
Detroit Pistons,Philadelphia 76ers,1.74,2.15,2018-12-07,L,Away W,True,115.0,15796
Orlando Magic,Indiana Pacers,1.59,2.45,2018-12-07,L,Away W,True,145.0,15941
Charlotte Hornets,Denver Nuggets,-,-,2018-12-07,W,Home W,True,0,15941
Cleveland Cavaliers,Sacramento Kings,2.35,1.65,2018-12-07,L,Away W,True,64,16005
Brooklyn Nets,Toronto Raptors,4.2,1.24,2018-12-07,W,Away W,False,-100,15905
New Orleans Pelicans,Memphis Grizzlies,1.42,2.9,2018-12-07,L,Away W,True,190.0,16095
Chicago Bulls,Oklahoma City Thunder,4.75,1.2,2018-12-07,W,Away W,False,-100,15995
San Antonio Spurs,Los Angeles Lakers,2.0,1.83,2018-12-07,W,Home W,True,100.0,16095
Phoenix Suns,Miami Heat,4.2,1.24,2018-12-07,L,Away W,True,23,16118
Milwaukee Bucks,Golden State Warriors,1.77,2.1,2018-12-07,L,Away W,True,110.0,16228
Dallas Mavericks,Houston Rockets,2.46,1.59,2018-12-08,W,Away W,False,-100,16128
Indiana Pacers,Sacramento Kings,1.49,2.72,2018-12-08,W,Home W,True,48,16176
Atlanta Hawks,Denver Nuggets,2.92,1.43,2018-12-08,W,Away W,False,-100,16076
Cleveland Cavaliers,Washington Wizards,3.81,1.29,2018-12-08,W,Home W,True,281.0,16357
New York Knicks,Brooklyn Nets,1.8,2.05,2018-12-08,L,Away W,True,105.0,16462
Chicago Bulls,Boston Celtics,3.78,1.29,2018-12-08,L,Away W,True,28,16490
Memphis Grizzlies,Los Angeles Lakers,1.71,2.2,2018-12-08,L,Away W,True,120.0,16610
Portland Trail Blazers,Minnesota Timberwolves,1.61,2.44,2018-12-08,W,Home W,True,60,16670
LA Clippers,Miami Heat,-,-,2018-12-08,L,Away W,True,0,16670
Detroit Pistons,New Orleans Pelicans,2.2,1.71,2018-12-09,L,Away W,True,71,16741
Toronto Raptors,Milwaukee Bucks,1.48,2.75,2018-12-09,L,Away W,True,175.0,16916
San Antonio Spurs,Utah Jazz,2.5,1.56,2018-12-09,W,Home W,True,150.0,17066
New York Knicks,Charlotte Hornets,-,-,2018-12-09,L,Away W,True,0,17066
Indiana Pacers,Washington Wizards,1.4,3.0,2018-12-10,W,Home W,True,40,17106
Philadelphia 76ers,Detroit Pistons,1.11,7.0,2018-12-10,W,Home W,True,11,17117
Boston Celtics,New Orleans Pelicans,1.71,2.2,2018-12-10,W,Home W,True,71,17188
Milwaukee Bucks,Cleveland Cavaliers,1.17,5.25,2018-12-10,W,Home W,True,16,17204
Oklahoma City Thunder,Utah Jazz,1.45,2.8,2018-12-10,W,Home W,True,45,17249
Chicago Bulls,Sacramento Kings,2.1,1.77,2018-12-10,L,Away W,True,76,17325
Dallas Mavericks,Orlando Magic,1.53,2.6,2018-12-10,W,Home W,True,52,17377
Phoenix Suns,LA Clippers,-,-,2018-12-10,L,Away W,True,0,17377
Denver Nuggets,Memphis Grizzlies,1.62,2.4,2018-12-10,W,Home W,True,62,17439
Golden State Warriors,Minnesota Timberwolves,1.17,5.25,2018-12-10,W,Home W,True,16,17455
Los Angeles Lakers,Miami Heat,1.45,2.8,2018-12-10,W,Away W,False,-100,17355
Houston Rockets,Portland Trail Blazers,1.36,3.25,2018-12-11,W,Home W,True,36,17391
San Antonio Spurs,Phoenix Suns,1.08,8.75,2018-12-11,W,Home W,True,7,17398
LA Clippers,Toronto Raptors,-,-,2018-12-11,L,Away W,True,0,17398
Philadelphia 76ers,Brooklyn Nets,1.38,3.1,2018-12-12,L,Home W,False,-100,17298
Washington Wizards,Boston Celtics,2.5,1.56,2018-12-12,L,Away W,True,55,17353
Cleveland Cavaliers,New York Knicks,1.95,1.87,2018-12-12,W,Home W,True,95,17448
Charlotte Hornets,Detroit Pistons,-,-,2018-12-12,W,Away W,False,-100,17348
Indiana Pacers,Milwaukee Bucks,2.1,1.77,2018-12-12,W,Home W,True,110.0,17458
Memphis Grizzlies,Portland Trail Blazers,1.59,2.45,2018-12-12,W,Home W,True,58,17516
New Orleans Pelicans,Oklahoma City Thunder,2.2,1.71,2018-12-12,W,Home W,True,120.0,17636
Dallas Mavericks,Atlanta Hawks,1.18,5.0,2018-12-12,W,Home W,True,18,17654
Utah Jazz,Miami Heat,1.24,4.25,2018-12-12,W,Home W,True,23,17677
Sacramento Kings,Minnesota Timberwolves,2.3,1.67,2018-12-12,W,Home W,True,130.0,17807
Golden State Warriors,Toronto Raptors,1.29,3.75,2018-12-12,L,Away W,True,275.0,18082
Houston Rockets,Los Angeles Lakers,1.4,3.0,2018-12-13,W,Home W,True,40,18122
San Antonio Spurs,LA Clippers,-,-,2018-12-13,W,Home W,True,0,18122
Orlando Magic,Chicago Bulls,1.42,2.9,2018-12-13,W,Home W,True,41,18163
Phoenix Suns,Dallas Mavericks,3.1,1.38,2018-12-13,W,Home W,True,210.0,18373
Boston Celtics,Atlanta Hawks,1.1,7.5,2018-12-14,W,Home W,True,10,18383
Charlotte Hornets,New York Knicks,-,-,2018-12-14,L,Home W,False,-100,18283
Cleveland Cavaliers,Milwaukee Bucks,5.0,1.18,2018-12-14,L,Away W,True,18,18301
Philadelphia 76ers,Indiana Pacers,1.67,2.3,2018-12-14,L,Away W,True,130.0,18431
Brooklyn Nets,Washington Wizards,1.67,2.3,2018-12-14,W,Home W,True,66,18497
Memphis Grizzlies,Miami Heat,1.53,2.6,2018-12-14,L,Away W,True,160.0,18657
Portland Trail Blazers,Toronto Raptors,2.05,1.8,2018-12-14,W,Home W,True,105.0,18762
Sacramento Kings,Golden State Warriors,3.85,1.27,2018-12-14,L,Away W,True,27,18789
Denver Nuggets,Oklahoma City Thunder,2.1,1.77,2018-12-14,W,Home W,True,110.0,18899
Orlando Magic,Utah Jazz,3.1,1.38,2018-12-15,W,Home W,True,210.0,19109
Charlotte Hornets,Los Angeles Lakers,-,-,2018-12-15,L,Away W,True,0,19109
Detroit Pistons,Boston Celtics,2.1,1.77,2018-12-15,W,Home W,True,110.0,19219
Memphis Grizzlies,Houston Rockets,2.7,1.5,2018-12-15,L,Away W,True,50,19269
San Antonio Spurs,Chicago Bulls,1.14,6.0,2018-12-15,L,Home W,False,-100,19169
Phoenix Suns,Minnesota Timberwolves,3.75,1.29,2018-12-15,W,Away W,False,-100,19069
Oklahoma City Thunder,LA Clippers,-,-,2018-12-15,W,Away W,False,-100,18969
Brooklyn Nets,Atlanta Hawks,1.32,3.5,2018-12-16,W,Home W,True,32,19001
Cleveland Cavaliers,Philadelphia 76ers,4.75,1.2,2018-12-16,L,Away W,True,20,19021
Indiana Pacers,New York Knicks,1.1,7.5,2018-12-16,W,Home W,True,10,19031
Washington Wizards,Los Angeles Lakers,2.35,1.65,2018-12-16,W,Home W,True,135.0,19166
Dallas Mavericks,Sacramento Kings,1.53,2.6,2018-12-16,L,Away W,True,160.0,19326
New Orleans Pelicans,Miami Heat,1.4,3.0,2018-12-16,L,Away W,True,200.0,19526
Denver Nuggets,Toronto Raptors,1.61,2.42,2018-12-16,W,Home W,True,60,19586
Detroit Pistons,Milwaukee Bucks,2.3,1.67,2018-12-17,L,Away W,True,66,19652
New York Knicks,Phoenix Suns,2.05,1.8,2018-12-17,L,Away W,True,80,19732
Minnesota Timberwolves,Sacramento Kings,1.28,3.8,2018-12-17,W,Home W,True,27,19759
Oklahoma City Thunder,Chicago Bulls,1.08,8.5,2018-12-17,W,Home W,True,8,19767
Houston Rockets,Utah Jazz,1.45,2.8,2018-12-17,W,Away W,False,-100,19667
San Antonio Spurs,Philadelphia 76ers,1.83,2.0,2018-12-17,W,Home W,True,83,19750
Golden State Warriors,Memphis Grizzlies,1.08,8.75,2018-12-17,W,Home W,True,7,19757
LA Clippers,Portland Trail Blazers,-,-,2018-12-17,L,Away W,True,0,19757
Indiana Pacers,Cleveland Cavaliers,1.08,8.5,2018-12-18,L,Home W,False,-100,19657
Brooklyn Nets,Los Angeles Lakers,2.0,1.83,2018-12-18,W,Home W,True,100.0,19757
Atlanta Hawks,Washington Wizards,2.4,1.62,2018-12-18,W,Home W,True,140.0,19897
Denver Nuggets,Dallas Mavericks,1.5,2.7,2018-12-18,W,Home W,True,50,19947
Philadelphia 76ers,New York Knicks,1.08,8.5,2018-12-19,W,Home W,True,8,19955
Orlando Magic,San Antonio Spurs,2.35,1.65,2018-12-19,L,Away W,True,64,20019
Charlotte Hornets,Cleveland Cavaliers,-,-,2018-12-19,W,Home W,True,0,20019
Boston Celtics,Phoenix Suns,1.09,8.0,2018-12-19,L,Home W,False,-100,19919
Toronto Raptors,Indiana Pacers,1.54,2.55,2018-12-19,W,Away W,False,-100,19819
Minnesota Timberwolves,Detroit Pistons,1.4,3.0,2018-12-19,L,Away W,True,200.0,20019
Houston Rockets,Washington Wizards,1.11,7.0,2018-12-19,W,Home W,True,11,20030
Chicago Bulls,Brooklyn Nets,2.05,1.8,2018-12-19,L,Away W,True,80,20110
Milwaukee Bucks,New Orleans Pelicans,1.22,4.5,2018-12-19,W,Home W,True,22,20132
Utah Jazz,Golden State Warriors,2.1,1.77,2018-12-19,W,Home W,True,110.0,20242
Portland Trail Blazers,Memphis Grizzlies,1.38,3.1,2018-12-19,W,Home W,True,38,20280
Sacramento Kings,Oklahoma City Thunder,2.7,1.5,2018-12-19,L,Away W,True,50,20330
Miami Heat,Houston Rockets,2.3,1.67,2018-12-20,W,Away W,False,-100,20230
LA Clippers,Dallas Mavericks,-,-,2018-12-20,W,Home W,True,0,20230
Charlotte Hornets,Detroit Pistons,-,-,2018-12-21,W,Home W,True,0,20230
Toronto Raptors,Cleveland Cavaliers,1.11,7.0,2018-12-21,W,Home W,True,11,20241
Brooklyn Nets,Indiana Pacers,2.25,1.69,2018-12-21,L,Away W,True,68,20309
New York Knicks,Atlanta Hawks,1.71,2.2,2018-12-21,L,Away W,True,120.0,20429
Boston Celtics,Milwaukee Bucks,2.05,1.8,2018-12-21,L,Away W,True,80,20509
Chicago Bulls,Orlando Magic,2.4,1.62,2018-12-21,W,Home W,True,140.0,20649
San Antonio Spurs,Minnesota Timberwolves,1.56,2.5,2018-12-21,W,Home W,True,55,20704
Sacramento Kings,Memphis Grizzlies,1.8,2.05,2018-12-21,W,Home W,True,80,20784
Portland Trail Blazers,Utah Jazz,1.83,2.0,2018-12-21,L,Away W,True,100.0,20884
Los Angeles Lakers,New Orleans Pelicans,1.45,2.8,2018-12-21,W,Home W,True,45,20929
LA Clippers,Denver Nuggets,-,-,2018-12-22,W,Home W,True,0,20929
Washington Wizards,Phoenix Suns,1.53,2.6,2018-12-22,W,Away W,False,-100,20829
Philadelphia 76ers,Toronto Raptors,1.24,4.2,2018-12-22,W,Home W,True,23,20852
Houston Rockets,San Antonio Spurs,1.53,2.6,2018-12-22,W,Home W,True,52,20904
Miami Heat,Milwaukee Bucks,2.05,1.8,2018-12-22,W,Home W,True,105.0,21009
Golden State Warriors,Dallas Mavericks,1.11,7.0,2018-12-22,W,Home W,True,11,21020
Utah Jazz,Oklahoma City Thunder,1.8,2.05,2018-12-22,L,Away W,True,105.0,21125
Detroit Pistons,Atlanta Hawks,1.2,4.75,2018-12-23,L,Home W,False,-100,21025
Indiana Pacers,Washington Wizards,1.14,6.0,2018-12-23,W,Home W,True,14,21039
Orlando Magic,Miami Heat,1.71,2.2,2018-12-23,L,Away W,True,120.0,21159
Brooklyn Nets,Phoenix Suns,1.22,4.5,2018-12-23,W,Home W,True,22,21181
Sacramento Kings,New Orleans Pelicans,1.95,1.87,2018-12-23,W,Home W,True,95,21276
Cleveland Cavaliers,Chicago Bulls,1.87,1.95,2018-12-23,L,Away W,True,95,21371
Boston Celtics,Charlotte Hornets,-,-,2018-12-23,W,Home W,True,0,21371
Oklahoma City Thunder,Minnesota Timberwolves,1.33,3.4,2018-12-23,L,Away W,True,240.0,21611
Golden State Warriors,LA Clippers,-,-,2018-12-23,W,Away W,False,-100,21511
Portland Trail Blazers,Dallas Mavericks,1.29,3.75,2018-12-23,W,Away W,False,-100,21411
Los Angeles Lakers,Memphis Grizzlies,1.45,2.8,2018-12-23,L,Away W,True,180.0,21591
New York Knicks,Milwaukee Bucks,5.25,1.17,2018-12-25,L,Away W,True,16,21607
Houston Rockets,Oklahoma City Thunder,2.0,1.83,2018-12-25,W,Home W,True,100.0,21707
Boston Celtics,Philadelphia 76ers,1.48,2.75,2018-12-25,W,Home W,True,47,21754
Golden State Warriors,Los Angeles Lakers,1.2,4.75,2018-12-25,L,Away W,True,375.0,22129
Utah Jazz,Portland Trail Blazers,1.33,3.4,2018-12-25,W,Home W,True,33,22162
Orlando Magic,Phoenix Suns,1.43,2.85,2018-12-26,L,Away W,True,185.0,22347
Detroit Pistons,Washington Wizards,1.53,2.6,2018-12-26,W,Home W,True,52,22399
Atlanta Hawks,Indiana Pacers,3.3,1.36,2018-12-26,L,Away W,True,35,22434
Miami Heat,Toronto Raptors,2.1,1.77,2018-12-26,L,Away W,True,76,22510
Brooklyn Nets,Charlotte Hornets,-,-,2018-12-26,W,Home W,True,0,22510
Memphis Grizzlies,Cleveland Cavaliers,1.18,5.0,2018-12-26,W,Home W,True,18,22528
Chicago Bulls,Minnesota Timberwolves,2.55,1.54,2018-12-26,L,Away W,True,54,22582
Dallas Mavericks,New Orleans Pelicans,1.77,2.1,2018-12-26,W,Home W,True,76,22658
San Antonio Spurs,Denver Nuggets,1.56,2.5,2018-12-26,W,Home W,True,55,22713
LA Clippers,Sacramento Kings,-,-,2018-12-26,W,Home W,True,0,22713
Houston Rockets,Boston Celtics,2.25,1.69,2018-12-27,W,Home W,True,125.0,22838
Milwaukee Bucks,New York Knicks,1.06,10.5,2018-12-27,W,Home W,True,5,22843
Sacramento Kings,Los Angeles Lakers,1.54,2.55,2018-12-27,W,Away W,False,-100,22743
Golden State Warriors,Portland Trail Blazers,1.22,4.5,2018-12-27,L,Away W,True,350.0,23093
Utah Jazz,Philadelphia 76ers,1.5,2.7,2018-12-27,L,Away W,True,170.0,23263
Charlotte Hornets,Brooklyn Nets,-,-,2018-12-28,W,Home W,True,0,23263
Indiana Pacers,Detroit Pistons,1.33,3.4,2018-12-28,W,Home W,True,33,23296
Orlando Magic,Toronto Raptors,2.7,1.5,2018-12-28,W,Home W,True,170.0,23466
Washington Wizards,Chicago Bulls,1.5,2.7,2018-12-28,L,Away W,True,170.0,23636
Miami Heat,Cleveland Cavaliers,1.15,5.5,2018-12-28,W,Home W,True,15,23651
New Orleans Pelicans,Dallas Mavericks,1.57,2.48,2018-12-28,W,Away W,False,-100,23551
Minnesota Timberwolves,Atlanta Hawks,1.2,4.75,2018-12-28,L,Away W,True,375.0,23926
Denver Nuggets,San Antonio Spurs,1.53,2.6,2018-12-28,W,Home W,True,52,23978
Phoenix Suns,Oklahoma City Thunder,2.6,1.53,2018-12-28,L,Away W,True,52,24030
Los Angeles Lakers,LA Clippers,-,-,2018-12-28,L,Away W,True,0,24030
Milwaukee Bucks,Brooklyn Nets,1.14,6.0,2018-12-29,W,Home W,True,14,24044
New Orleans Pelicans,Houston Rockets,2.4,1.62,2018-12-29,L,Away W,True,62,24106
Washington Wizards,Charlotte Hornets,-,-,2018-12-29,W,Home W,True,0,24106
Atlanta Hawks,Cleveland Cavaliers,1.56,2.5,2018-12-29,W,Away W,False,-100,24006
Memphis Grizzlies,Boston Celtics,2.45,1.59,2018-12-29,L,Away W,True,58,24064
Utah Jazz,New York Knicks,1.09,8.0,2018-12-29,W,Home W,True,9,24073
Phoenix Suns,Denver Nuggets,2.75,1.48,2018-12-29,L,Away W,True,47,24120
Portland Trail Blazers,Golden State Warriors,2.85,1.43,2018-12-29,L,Away W,True,43,24163
LA Clippers,San Antonio Spurs,-,-,2018-12-29,L,Away W,True,0,24163
Orlando Magic,Detroit Pistons,1.8,2.05,2018-12-30,W,Away W,False,-100,24063
Miami Heat,Minnesota Timberwolves,1.61,2.42,2018-12-30,L,Away W,True,142.0,24205
Toronto Raptors,Chicago Bulls,1.12,6.5,2018-12-30,W,Home W,True,12,24217
Dallas Mavericks,Oklahoma City Thunder,2.2,1.71,2018-12-30,W,Away W,False,-100,24117
Portland Trail Blazers,Philadelphia 76ers,1.65,2.35,2018-12-30,W,Home W,True,64,24181
Los Angeles Lakers,Sacramento Kings,1.77,2.1,2018-12-30,W,Home W,True,76,24257
Indiana Pacers,Atlanta Hawks,1.07,9.0,2018-12-31,W,Home W,True,7,24264
Charlotte Hornets,Orlando Magic,-,-,2018-12-31,W,Home W,True,0,24264
San Antonio Spurs,Boston Celtics,1.95,1.87,2018-12-31,W,Home W,True,95,24359
Houston Rockets,Memphis Grizzlies,1.53,2.6,2018-12-31,W,Home W,True,52,24411
Oklahoma City Thunder,Dallas Mavericks,1.29,3.7,2018-12-31,W,Home W,True,29,24440
New Orleans Pelicans,Minnesota Timberwolves,1.83,2.0,2018-12-31,W,Home W,True,83,24523
Phoenix Suns,Golden State Warriors,5.5,1.15,2018-12-31,L,Away W,True,15,24538
Toronto Raptors,Utah Jazz,1.87,1.95,2019-01-01,W,Home W,True,86,24624
Denver Nuggets,New York Knicks,1.07,9.0,2019-01-01,W,Home W,True,7,24631
Sacramento Kings,Portland Trail Blazers,2.0,1.83,2019-01-01,L,Away W,True,83,24714
LA Clippers,Philadelphia 76ers,-,-,2019-01-01,L,Away W,True,0,24714
Los Angeles Lakers,Oklahoma City Thunder,2.9,1.42,2019-01-02,L,Away W,True,41,24755
San Antonio Spurs,Toronto Raptors,1.62,2.4,2019-01-03,W,Home W,True,62,24817
Sacramento Kings,Denver Nuggets,2.45,1.59,2019-01-03,L,Away W,True,58,24875
Boston Celtics,Dallas Mavericks,1.56,2.5,2019-01-04,W,Home W,True,55,24930
Cleveland Cavaliers,Utah Jazz,5.0,1.18,2019-01-04,L,Away W,True,18,24948
Memphis Grizzlies,Brooklyn Nets,1.56,2.5,2019-01-04,L,Away W,True,150.0,25098
Miami Heat,Washington Wizards,1.34,3.35,2019-01-04,W,Away W,False,-100,24998
Minnesota Timberwolves,Orlando Magic,1.56,2.5,2019-01-04,W,Home W,True,55,25053
Phoenix Suns,LA Clippers,-,-,2019-01-04,L,Away W,True,0,25053
Denver Nuggets,Charlotte Hornets,-,-,2019-01-05,W,Home W,True,0,25053
Detroit Pistons,Utah Jazz,2.5,1.56,2019-01-05,L,Away W,True,55,25108
Philadelphia 76ers,Dallas Mavericks,1.36,3.25,2019-01-05,W,Away W,False,-100,25008
Cleveland Cavaliers,New Orleans Pelicans,5.0,1.18,2019-01-05,L,Away W,True,18,25026
San Antonio Spurs,Memphis Grizzlies,1.24,4.2,2019-01-05,W,Home W,True,23,25049
Chicago Bulls,Brooklyn Nets,2.1,1.77,2019-01-06,L,Away W,True,76,25125
Toronto Raptors,Indiana Pacers,1.91,1.91,2019-01-06,W,Home W,True,90,25215
Detroit Pistons,San Antonio Spurs,2.3,1.67,2019-01-07,L,Away W,True,66,25281
Boston Celtics,Brooklyn Nets,1.14,6.0,2019-01-07,W,Home W,True,14,25295
Milwaukee Bucks,Utah Jazz,1.43,2.85,2019-01-07,W,Home W,True,43,25338
Philadelphia 76ers,Washington Wizards,1.25,4.0,2019-01-08,W,Home W,True,25,25363
Toronto Raptors,Atlanta Hawks,1.07,9.0,2019-01-08,W,Home W,True,7,25370
Washington Wizards,Philadelphia 76ers,2.45,1.59,2019-01-09,W,Home W,True,145.0,25515
Dallas Mavericks,Phoenix Suns,1.12,6.5,2019-01-09,W,Home W,True,12,25527
Utah Jazz,Orlando Magic,1.18,5.0,2019-01-09,W,Home W,True,18,25545
Portland Trail Blazers,Chicago Bulls,1.17,5.25,2019-01-09,W,Home W,True,16,25561
Los Angeles Lakers,Detroit Pistons,1.8,2.05,2019-01-09,W,Home W,True,80,25641
San Antonio Spurs,Oklahoma City Thunder,2.05,1.8,2019-01-10,W,Home W,True,105.0,25746
Sacramento Kings,Detroit Pistons,1.28,3.8,2019-01-10,W,Home W,True,27,25773
Minnesota Timberwolves,Dallas Mavericks,1.53,2.6,2019-01-11,L,Away W,True,160.0,25933
Utah Jazz,Los Angeles Lakers,1.25,4.0,2019-01-11,W,Home W,True,25,25958
Portland Trail Blazers,Charlotte Hornets,-,-,2019-01-11,W,Home W,True,0,25958
LA Clippers,Detroit Pistons,-,-,2019-01-12,L,Away W,True,0,25958
Oklahoma City Thunder,San Antonio Spurs,1.38,3.1,2019-01-12,W,Home W,True,38,25996
Phoenix Suns,Denver Nuggets,4.75,1.2,2019-01-12,W,Away W,False,-100,25896
Sacramento Kings,Charlotte Hornets,-,-,2019-01-12,W,Home W,True,0,25896
Washington Wizards,Toronto Raptors,2.8,1.45,2019-01-13,L,Away W,True,45,25941
Atlanta Hawks,Milwaukee Bucks,5.0,1.18,2019-01-13,L,Away W,True,18,25959
Orlando Magic,Houston Rockets,2.8,1.45,2019-01-13,W,Home W,True,180.0,26139
Denver Nuggets,Portland Trail Blazers,1.53,2.6,2019-01-13,W,Away W,False,-100,26039
Los Angeles Lakers,Cleveland Cavaliers,1.15,5.5,2019-01-13,L,Home W,False,-100,25939
Brooklyn Nets,Boston Celtics,2.2,1.71,2019-01-14,W,Home W,True,120.0,26059
San Antonio Spurs,Charlotte Hornets,-,-,2019-01-14,L,Away W,True,0,26059
Sacramento Kings,Portland Trail Blazers,1.77,2.1,2019-01-14,W,Home W,True,76,26135
LA Clippers,New Orleans Pelicans,-,-,2019-01-14,L,Away W,True,0,26135
Philadelphia 76ers,Minnesota Timberwolves,1.38,3.1,2019-01-15,W,Home W,True,38,26173
Atlanta Hawks,Oklahoma City Thunder,5.0,1.18,2019-01-15,W,Home W,True,400.0,26573
Detroit Pistons,Orlando Magic,1.59,2.45,2019-01-16,W,Home W,True,58,26631
Boston Celtics,Toronto Raptors,1.69,2.25,2019-01-16,W,Home W,True,68,26699
Portland Trail Blazers,Cleveland Cavaliers,1.06,10.5,2019-01-16,W,Home W,True,5,26704
LA Clippers,Utah Jazz,-,-,2019-01-16,L,Away W,True,0,26704
Washington Wizards,New York Knicks,1.3,3.6,2019-01-17,W,Away W,False,-100,26604
Charlotte Hornets,Sacramento Kings,-,-,2019-01-17,W,Home W,True,0,26604
Oklahoma City Thunder,Los Angeles Lakers,1.17,5.25,2019-01-17,L,Home W,False,-100,26504
Detroit Pistons,Miami Heat,1.69,2.25,2019-01-18,W,Home W,True,68,26572
Minnesota Timberwolves,San Antonio Spurs,1.77,2.1,2019-01-18,L,Away W,True,110.0,26682
Charlotte Hornets,Phoenix Suns,-,-,2019-01-19,W,Home W,True,0,26682
Atlanta Hawks,Boston Celtics,3.6,1.3,2019-01-19,L,Away W,True,30,26712
Toronto Raptors,Memphis Grizzlies,1.14,6.0,2019-01-19,W,Home W,True,14,26726
Minnesota Timberwolves,Phoenix Suns,1.08,8.5,2019-01-20,W,Home W,True,8,26734
New York Knicks,Oklahoma City Thunder,4.75,1.2,2019-01-21,L,Away W,True,20,26754
Atlanta Hawks,Orlando Magic,1.87,1.95,2019-01-21,L,Away W,True,95,26849
Oklahoma City Thunder,Portland Trail Blazers,1.59,2.45,2019-01-22,W,Home W,True,58,26907
Dallas Mavericks,LA Clippers,-,-,2019-01-22,W,Home W,True,0,26907
Phoenix Suns,Minnesota Timberwolves,2.6,1.53,2019-01-22,L,Away W,True,52,26959
Miami Heat,LA Clippers,-,-,2019-01-23,L,Away W,True,0,26959
Utah Jazz,Denver Nuggets,1.56,2.5,2019-01-23,W,Home W,True,55,27014
Cleveland Cavaliers,Miami Heat,4.17,1.25,2019-01-25,L,Away W,True,25,27039
Memphis Grizzlies,Sacramento Kings,1.74,2.15,2019-01-25,L,Away W,True,115.0,27154
Chicago Bulls,LA Clippers,-,-,2019-01-25,L,Away W,True,0,27154
Milwaukee Bucks,Charlotte Hornets,-,-,2019-01-25,W,Home W,True,0,27154
Denver Nuggets,Phoenix Suns,1.05,11.98,2019-01-25,W,Home W,True,4,27158
Denver Nuggets,Philadelphia 76ers,1.15,5.5,2019-01-26,W,Home W,True,15,27173
Portland Trail Blazers,Atlanta Hawks,1.24,4.25,2019-01-26,W,Home W,True,23,27196
LA Clippers,Atlanta Hawks,-,-,2019-01-28,L,Away W,True,0,27196
