Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
New York Knicks,Chicago Bulls,1.67,2.3,2018-11-05,L,Away W,True,130.0,4882
Oklahoma City Thunder,New Orleans Pelicans,1.62,2.4,2018-11-05,W,Home W,True,62,4944
Denver Nuggets,Boston Celtics,1.83,2.0,2018-11-05,W,Home W,True,83,5027
Utah Jazz,Toronto Raptors,1.65,2.35,2018-11-05,L,Away W,True,135.0,5162
Golden State Warriors,Memphis Grizzlies,1.05,11.0,2018-11-05,W,Home W,True,5,5167
LA Clippers,Minnesota Timberwolves,-,-,2018-11-05,W,Home W,True,0,5167
Charlotte Hornets,Atlanta Hawks,-,-,2018-11-06,W,Home W,True,0,5167
Dallas Mavericks,Washington Wizards,2.05,1.8,2018-11-06,W,Home W,True,105.0,5272
Phoenix Suns,Brooklyn Nets,2.2,1.71,2018-11-06,L,Away W,True,71,5343
Portland Trail Blazers,Milwaukee Bucks,2.1,1.77,2018-11-06,W,Home W,True,110.0,5453
Orlando Magic,Detroit Pistons,2.35,1.65,2018-11-07,L,Away W,True,64,5517
Cleveland Cavaliers,Oklahoma City Thunder,3.3,1.36,2018-11-07,L,Away W,True,35,5552
Atlanta Hawks,New York Knicks,2.0,1.83,2018-11-07,L,Away W,True,83,5635
Miami Heat,San Antonio Spurs,1.87,1.95,2018-11-07,W,Home W,True,86,5721
Memphis Grizzlies,Denver Nuggets,2.4,1.62,2018-11-07,W,Away W,False,-100,5621
New Orleans Pelicans,Chicago Bulls,1.12,6.5,2018-11-07,W,Home W,True,12,5633
Indiana Pacers,Philadelphia 76ers,1.69,2.25,2018-11-07,L,Away W,True,125.0,5758
Utah Jazz,Dallas Mavericks,1.18,5.0,2018-11-07,W,Home W,True,18,5776
Sacramento Kings,Toronto Raptors,5.0,1.18,2018-11-07,L,Away W,True,18,5794
Los Angeles Lakers,Minnesota Timberwolves,1.37,3.2,2018-11-07,W,Away W,False,-100,5694
Oklahoma City Thunder,Houston Rockets,2.75,1.48,2018-11-08,W,Home W,True,175.0,5869
Phoenix Suns,Boston Celtics,4.75,1.2,2018-11-08,L,Away W,True,20,5889
Portland Trail Blazers,LA Clippers,-,-,2018-11-08,W,Home W,True,0,5889
Golden State Warriors,Milwaukee Bucks,1.37,3.2,2018-11-08,L,Away W,True,220.0,6109
Orlando Magic,Washington Wizards,2.45,1.59,2018-11-09,W,Home W,True,145.0,6254
Philadelphia 76ers,Charlotte Hornets,-,-,2018-11-09,W,Away W,False,-100,6154
Atlanta Hawks,Detroit Pistons,3.0,1.4,2018-11-09,L,Away W,True,40,6194
Miami Heat,Indiana Pacers,2.15,1.74,2018-11-09,L,Away W,True,74,6268
Denver Nuggets,Brooklyn Nets,1.22,4.5,2018-11-09,L,Away W,True,350.0,6618
Utah Jazz,Boston Celtics,1.37,3.2,2018-11-09,W,Home W,True,37,6655
Sacramento Kings,Minnesota Timberwolves,2.15,1.74,2018-11-09,W,Home W,True,115.0,6770
Toronto Raptors,New York Knicks,1.05,11.0,2018-11-10,W,Home W,True,5,6775
LA Clippers,Milwaukee Bucks,-,-,2018-11-10,W,Away W,False,-100,6675
New Orleans Pelicans,Phoenix Suns,1.2,4.75,2018-11-10,W,Home W,True,20,6695
Chicago Bulls,Cleveland Cavaliers,1.5,2.7,2018-11-10,W,Away W,False,-100,6595
Miami Heat,Washington Wizards,1.59,2.45,2018-11-10,L,Away W,True,145.0,6740
Memphis Grizzlies,Philadelphia 76ers,1.5,2.7,2018-11-10,W,Home W,True,50,6790
Golden State Warriors,Brooklyn Nets,1.25,4.0,2018-11-10,W,Home W,True,25,6815
San Antonio Spurs,Houston Rockets,2.45,1.59,2018-11-10,W,Home W,True,145.0,6960
Dallas Mavericks,Oklahoma City Thunder,1.8,2.05,2018-11-10,W,Home W,True,80,7040
Sacramento Kings,Los Angeles Lakers,3.0,1.4,2018-11-10,L,Away W,True,40,7080
Detroit Pistons,Charlotte Hornets,-,-,2018-11-11,L,Away W,True,0,7080
Houston Rockets,Indiana Pacers,1.69,2.25,2018-11-11,W,Home W,True,68,7148
New York Knicks,Orlando Magic,1.61,2.42,2018-11-11,L,Away W,True,142.0,7290
Denver Nuggets,Milwaukee Bucks,1.62,2.4,2018-11-11,L,Away W,True,140.0,7430
Portland Trail Blazers,Boston Celtics,1.77,2.1,2018-11-11,W,Home W,True,76,7506
Los Angeles Lakers,Atlanta Hawks,1.12,6.5,2018-11-11,W,Home W,True,12,7518
Washington Wizards,Orlando Magic,1.28,3.8,2018-11-12,W,Away W,False,-100,7418
Miami Heat,Philadelphia 76ers,1.71,2.2,2018-11-12,L,Away W,True,120.0,7538
Toronto Raptors,New Orleans Pelicans,1.18,5.0,2018-11-12,L,Away W,True,400.0,7938
Chicago Bulls,Dallas Mavericks,2.2,1.71,2018-11-12,L,Away W,True,71,8009
Memphis Grizzlies,Utah Jazz,2.45,1.59,2018-11-12,L,Away W,True,58,8067
Oklahoma City Thunder,Phoenix Suns,1.25,4.0,2018-11-12,W,Home W,True,25,8092
Minnesota Timberwolves,Brooklyn Nets,1.59,2.45,2018-11-12,W,Home W,True,58,8150
Sacramento Kings,San Antonio Spurs,2.2,1.71,2018-11-12,W,Home W,True,120.0,8270
LA Clippers,Golden State Warriors,-,-,2018-11-12,W,Home W,True,0,8270
Cleveland Cavaliers,Charlotte Hornets,-,-,2018-11-13,W,Home W,True,0,8270
Denver Nuggets,Houston Rockets,1.56,2.5,2018-11-13,L,Away W,True,150.0,8420
Golden State Warriors,Atlanta Hawks,1.1,7.5,2018-11-13,W,Home W,True,10,8430
Orlando Magic,Philadelphia 76ers,2.9,1.42,2018-11-14,W,Away W,False,-100,8330
Washington Wizards,Cleveland Cavaliers,1.09,8.0,2018-11-14,W,Home W,True,9,8339
Boston Celtics,Chicago Bulls,1.07,9.0,2018-11-14,W,Home W,True,7,8346
Toronto Raptors,Detroit Pistons,1.18,5.0,2018-11-14,L,Away W,True,400.0,8746
Brooklyn Nets,Miami Heat,2.15,1.74,2018-11-14,L,Away W,True,74,8820
Oklahoma City Thunder,New York Knicks,1.24,4.2,2018-11-14,W,Home W,True,23,8843
Minnesota Timberwolves,New Orleans Pelicans,2.1,1.77,2018-11-14,W,Home W,True,110.0,8953
Milwaukee Bucks,Memphis Grizzlies,1.18,5.0,2018-11-14,L,Home W,False,-100,8853
Dallas Mavericks,Utah Jazz,2.8,1.45,2018-11-14,W,Home W,True,180.0,9033
Phoenix Suns,San Antonio Spurs,3.0,1.4,2018-11-14,W,Home W,True,200.0,9233
Los Angeles Lakers,Portland Trail Blazers,1.74,2.15,2018-11-14,W,Home W,True,74,9307
Houston Rockets,Golden State Warriors,1.53,2.6,2018-11-15,W,Home W,True,52,9359
Denver Nuggets,Atlanta Hawks,1.07,9.5,2018-11-15,W,Home W,True,6,9365
LA Clippers,San Antonio Spurs,-,-,2018-11-15,W,Away W,False,-100,9265
Washington Wizards,Brooklyn Nets,1.37,3.2,2018-11-16,L,Away W,True,220.0,9485
Indiana Pacers,Miami Heat,1.45,2.8,2018-11-16,W,Home W,True,45,9530
Philadelphia 76ers,Utah Jazz,1.69,2.25,2018-11-16,W,Home W,True,68,9598
Boston Celtics,Toronto Raptors,1.74,2.15,2018-11-16,W,Home W,True,74,9672
Minnesota Timberwolves,Portland Trail Blazers,1.83,2.0,2018-11-16,W,Home W,True,83,9755
Memphis Grizzlies,Sacramento Kings,1.36,3.25,2018-11-16,W,Home W,True,36,9791
New Orleans Pelicans,New York Knicks,1.14,6.0,2018-11-16,W,Home W,True,14,9805
Milwaukee Bucks,Chicago Bulls,1.05,11.0,2018-11-16,W,Home W,True,5,9810
Brooklyn Nets,LA Clippers,-,-,2018-11-17,L,Away W,True,0,9810
Orlando Magic,Los Angeles Lakers,2.55,1.54,2018-11-17,W,Home W,True,155.0,9965
Indiana Pacers,Atlanta Hawks,1.12,6.5,2018-11-17,W,Home W,True,12,9977
New Orleans Pelicans,Denver Nuggets,1.91,1.91,2018-11-17,W,Home W,True,90,10067
Charlotte Hornets,Philadelphia 76ers,-,-,2018-11-17,L,Away W,True,0,10067
Boston Celtics,Utah Jazz,1.54,2.55,2018-11-17,L,Away W,True,155.0,10222
Houston Rockets,Sacramento Kings,1.08,8.5,2018-11-17,W,Home W,True,8,10230
Chicago Bulls,Toronto Raptors,5.25,1.17,2018-11-17,L,Away W,True,16,10246
Dallas Mavericks,Golden State Warriors,2.15,1.74,2018-11-17,W,Away W,False,-100,10146
Phoenix Suns,Oklahoma City Thunder,2.7,1.5,2018-11-17,L,Away W,True,50,10196
Minnesota Timberwolves,Memphis Grizzlies,1.48,2.75,2018-11-18,L,Away W,True,175.0,10371
Washington Wizards,Portland Trail Blazers,2.05,1.8,2018-11-18,L,Away W,True,80,10451
Miami Heat,Los Angeles Lakers,1.95,1.87,2018-11-18,L,Away W,True,86,10537
Orlando Magic,New York Knicks,1.5,2.7,2018-11-18,W,Home W,True,50,10587
San Antonio Spurs,Golden State Warriors,1.65,2.35,2018-11-18,W,Home W,True,64,10651
Charlotte Hornets,Boston Celtics,-,-,2018-11-19,W,Home W,True,0,10651
Indiana Pacers,Utah Jazz,2.5,1.56,2018-11-19,W,Home W,True,150.0,10801
Philadelphia 76ers,Phoenix Suns,1.11,7.0,2018-11-19,W,Home W,True,11,10812
Detroit Pistons,Cleveland Cavaliers,1.18,5.0,2018-11-19,W,Home W,True,18,10830
Atlanta Hawks,LA Clippers,-,-,2018-11-19,L,Away W,True,0,10830
Milwaukee Bucks,Denver Nuggets,1.4,3.0,2018-11-19,W,Home W,True,40,10870
New Orleans Pelicans,San Antonio Spurs,1.3,3.6,2018-11-19,W,Home W,True,30,10900
Memphis Grizzlies,Dallas Mavericks,1.65,2.35,2018-11-19,W,Home W,True,64,10964
Sacramento Kings,Oklahoma City Thunder,2.7,1.5,2018-11-19,W,Home W,True,170.0,11134
Orlando Magic,Toronto Raptors,3.6,1.3,2018-11-20,L,Away W,True,30,11164
Washington Wizards,LA Clippers,-,-,2018-11-20,W,Home W,True,0,11164
New York Knicks,Portland Trail Blazers,3.4,1.33,2018-11-20,L,Away W,True,33,11197
Miami Heat,Brooklyn Nets,1.69,2.25,2018-11-20,L,Away W,True,125.0,11322
Philadelphia 76ers,New Orleans Pelicans,1.59,2.45,2018-11-21,W,Away W,False,-100,11222
Charlotte Hornets,Indiana Pacers,-,-,2018-11-21,W,Home W,True,0,11222
Atlanta Hawks,Toronto Raptors,4.0,1.25,2018-11-21,L,Away W,True,25,11247
Boston Celtics,New York Knicks,1.05,11.0,2018-11-21,L,Home W,False,-100,11147
Houston Rockets,Detroit Pistons,1.22,4.5,2018-11-21,W,Away W,False,-100,11047
Milwaukee Bucks,Portland Trail Blazers,1.3,3.6,2018-11-21,W,Home W,True,30,11077
Minnesota Timberwolves,Denver Nuggets,1.91,1.91,2018-11-21,L,Away W,True,90,11167
Chicago Bulls,Phoenix Suns,2.0,1.83,2018-11-21,W,Home W,True,100.0,11267
Cleveland Cavaliers,Los Angeles Lakers,4.75,1.2,2018-11-21,L,Away W,True,20,11287
San Antonio Spurs,Memphis Grizzlies,1.65,2.35,2018-11-21,L,Away W,True,135.0,11422
Dallas Mavericks,Brooklyn Nets,1.45,2.8,2018-11-21,W,Away W,False,-100,11322
Utah Jazz,Sacramento Kings,1.18,5.0,2018-11-21,L,Away W,True,400.0,11722
Golden State Warriors,Oklahoma City Thunder,1.91,1.91,2018-11-21,L,Away W,True,90,11812
Brooklyn Nets,Minnesota Timberwolves,2.05,1.8,2018-11-23,L,Away W,True,80,11892
LA Clippers,Memphis Grizzlies,-,-,2018-11-23,W,Home W,True,0,11892
Detroit Pistons,Houston Rockets,2.55,1.56,2018-11-23,W,Home W,True,155.0,12047
New York Knicks,New Orleans Pelicans,3.45,1.33,2018-11-23,W,Away W,False,-100,11947
Philadelphia 76ers,Cleveland Cavaliers,1.08,8.97,2018-11-23,L,Home W,False,-100,11847
Toronto Raptors,Washington Wizards,1.17,5.35,2018-11-23,W,Home W,True,17,11864
Atlanta Hawks,Boston Celtics,3.81,1.29,2018-11-23,L,Away W,True,28,11892
Chicago Bulls,Miami Heat,2.48,1.59,2018-11-23,L,Away W,True,58,11950
Indiana Pacers,San Antonio Spurs,1.8,2.05,2018-11-23,L,Away W,True,105.0,12055
Oklahoma City Thunder,Charlotte Hornets,-,-,2018-11-23,W,Away W,False,-100,11955
Milwaukee Bucks,Phoenix Suns,1.07,9.37,2018-11-23,L,Home W,False,-100,11855
Denver Nuggets,Orlando Magic,1.25,4.17,2018-11-23,W,Home W,True,25,11880
Los Angeles Lakers,Utah Jazz,1.69,2.25,2018-11-23,W,Home W,True,68,11948
Golden State Warriors,Portland Trail Blazers,1.88,1.93,2018-11-23,W,Home W,True,87,12035
Cleveland Cavaliers,Houston Rockets,3.67,1.3,2018-11-24,W,Away W,False,-100,11935
Washington Wizards,New Orleans Pelicans,1.63,2.39,2018-11-24,W,Home W,True,62,11997
Minnesota Timberwolves,Chicago Bulls,1.14,6.2,2018-11-24,W,Home W,True,13,12010
Oklahoma City Thunder,Denver Nuggets,1.42,2.99,2018-11-24,L,Away W,True,199.0,12209
Milwaukee Bucks,San Antonio Spurs,1.19,4.98,2018-11-24,W,Home W,True,19,12228
Golden State Warriors,Sacramento Kings,1.37,3.22,2018-11-24,W,Away W,False,-100,12128
Dallas Mavericks,Boston Celtics,2.2,1.71,2018-11-24,W,Home W,True,120.0,12248
Los Angeles Lakers,Orlando Magic,1.29,3.75,2018-11-25,L,Home W,False,-100,12148
Detroit Pistons,Phoenix Suns,1.25,4.0,2018-11-25,W,Home W,True,25,12173
Toronto Raptors,Miami Heat,1.1,7.5,2018-11-25,W,Home W,True,10,12183
Brooklyn Nets,Philadelphia 76ers,2.7,1.5,2018-11-25,L,Away W,True,50,12233
Memphis Grizzlies,New York Knicks,1.27,3.85,2018-11-25,L,Home W,False,-100,12133
Atlanta Hawks,Charlotte Hornets,-,-,2018-11-25,W,Away W,False,-100,12033
Sacramento Kings,Utah Jazz,2.5,1.56,2018-11-25,L,Away W,True,55,12088
Portland Trail Blazers,LA Clippers,-,-,2018-11-25,L,Away W,True,0,12088
Cleveland Cavaliers,Minnesota Timberwolves,2.9,1.42,2018-11-26,L,Away W,True,41,12129
Charlotte Hornets,Milwaukee Bucks,-,-,2018-11-26,W,Away W,False,-100,12029
Washington Wizards,Houston Rockets,1.8,2.05,2018-11-26,W,Home W,True,80,12109
Chicago Bulls,San Antonio Spurs,3.3,1.36,2018-11-26,L,Away W,True,35,12144
New Orleans Pelicans,Boston Celtics,1.77,2.1,2018-11-26,L,Away W,True,110.0,12254
Utah Jazz,Indiana Pacers,1.5,2.7,2018-11-26,L,Away W,True,170.0,12424
Golden State Warriors,Orlando Magic,1.33,3.4,2018-11-26,W,Home W,True,33,12457
Detroit Pistons,New York Knicks,1.29,3.75,2018-11-27,W,Home W,True,28,12485
Miami Heat,Atlanta Hawks,1.3,3.6,2018-11-27,L,Away W,True,260.0,12745
Memphis Grizzlies,Toronto Raptors,3.0,1.4,2018-11-27,L,Away W,True,40,12785
Phoenix Suns,Indiana Pacers,2.25,1.69,2018-11-27,L,Away W,True,68,12853
Denver Nuggets,Los Angeles Lakers,1.67,2.3,2018-11-27,W,Home W,True,66,12919
Philadelphia 76ers,New York Knicks,1.08,8.5,2018-11-28,W,Home W,True,8,12927
Charlotte Hornets,Atlanta Hawks,-,-,2018-11-28,W,Home W,True,0,12927
Brooklyn Nets,Utah Jazz,2.45,1.59,2018-11-28,L,Away W,True,58,12985
Minnesota Timberwolves,San Antonio Spurs,1.54,2.55,2018-11-28,W,Home W,True,54,13039
Houston Rockets,Dallas Mavericks,1.4,3.0,2018-11-28,L,Away W,True,200.0,13239
Milwaukee Bucks,Chicago Bulls,1.04,12.0,2018-11-28,W,Home W,True,4,13243
Oklahoma City Thunder,Cleveland Cavaliers,1.08,8.5,2018-11-28,W,Home W,True,8,13251
New Orleans Pelicans,Washington Wizards,1.36,3.3,2018-11-28,W,Home W,True,35,13286
Portland Trail Blazers,Orlando Magic,1.18,5.0,2018-11-28,W,Home W,True,18,13304
LA Clippers,Phoenix Suns,-,-,2018-11-28,W,Home W,True,0,13304
Toronto Raptors,Golden State Warriors,1.2,4.75,2018-11-29,W,Home W,True,20,13324
Sacramento Kings,LA Clippers,-,-,2018-11-29,L,Away W,True,0,13324
Los Angeles Lakers,Indiana Pacers,1.45,2.8,2018-11-29,W,Home W,True,45,13369
Philadelphia 76ers,Washington Wizards,1.23,4.4,2018-11-30,W,Home W,True,22,13391
Detroit Pistons,Chicago Bulls,1.23,4.4,2018-11-30,W,Home W,True,22,13413
Boston Celtics,Cleveland Cavaliers,1.07,9.5,2018-11-30,W,Home W,True,6,13419
Charlotte Hornets,Utah Jazz,-,-,2018-11-30,L,Away W,True,0,13419
Brooklyn Nets,Memphis Grizzlies,2.25,1.69,2018-11-30,L,Away W,True,68,13487
Miami Heat,New Orleans Pelicans,2.3,1.67,2018-11-30,W,Home W,True,130.0,13617
San Antonio Spurs,Houston Rockets,2.5,1.56,2018-11-30,L,Away W,True,55,13672
Oklahoma City Thunder,Atlanta Hawks,1.07,9.5,2018-11-30,W,Home W,True,6,13678
Phoenix Suns,Orlando Magic,2.6,1.53,2018-11-30,L,Away W,True,52,13730
Los Angeles Lakers,Dallas Mavericks,1.56,2.5,2018-11-30,W,Home W,True,55,13785
Portland Trail Blazers,Denver Nuggets,1.8,2.05,2018-11-30,L,Away W,True,105.0,13890
New York Knicks,Milwaukee Bucks,4.25,1.24,2018-12-01,W,Away W,False,-100,13790
