Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
Phoenix Suns,Philadelphia 76ers,1.91,1.91,2019-11-04,W,Home W,True,90,4807
Golden State Warriors,Portland Trail Blazers,7.0,1.11,2019-11-04,W,Away W,False,-100,4707
Cleveland Cavaliers,Boston Celtics,3.1,1.38,2019-11-05,L,Away W,True,38,4745
Charlotte Hornets,Indiana Pacers,-,-,2019-11-05,W,Away W,False,-100,4645
Atlanta Hawks,San Antonio Spurs,2.9,1.42,2019-11-05,W,Home W,True,190.0,4835
Oklahoma City Thunder,Orlando Magic,1.69,2.25,2019-11-05,W,Home W,True,68,4903
Chicago Bulls,Los Angeles Lakers,3.5,1.32,2019-11-05,L,Away W,True,32,4935
Denver Nuggets,Miami Heat,1.45,2.8,2019-11-05,W,Home W,True,45,4980
Detroit Pistons,New York Knicks,1.61,2.42,2019-11-06,W,Home W,True,60,5040
Indiana Pacers,Washington Wizards,1.67,2.3,2019-11-06,W,Home W,True,66,5106
Toronto Raptors,Sacramento Kings,1.29,3.75,2019-11-06,W,Home W,True,28,5134
Houston Rockets,Golden State Warriors,1.04,12.0,2019-11-06,W,Home W,True,4,5138
Atlanta Hawks,Chicago Bulls,1.91,1.91,2019-11-06,L,Away W,True,90,5228
Memphis Grizzlies,Minnesota Timberwolves,2.45,1.59,2019-11-06,W,Home W,True,145.0,5373
Dallas Mavericks,Orlando Magic,1.32,3.5,2019-11-06,W,Away W,False,-100,5273
Utah Jazz,Philadelphia 76ers,1.67,2.3,2019-11-06,W,Away W,False,-100,5173
LA Clippers,Milwaukee Bucks,-,-,2019-11-06,L,Away W,True,0,5173
Charlotte Hornets,Boston Celtics,-,-,2019-11-07,L,Away W,True,0,5173
San Antonio Spurs,Oklahoma City Thunder,1.5,2.7,2019-11-07,W,Home W,True,50,5223
Phoenix Suns,Miami Heat,1.77,2.1,2019-11-07,L,Away W,True,110.0,5333
LA Clippers,Portland Trail Blazers,-,-,2019-11-07,W,Home W,True,0,5333
Indiana Pacers,Detroit Pistons,1.38,3.1,2019-11-08,W,Away W,False,-100,5233
Washington Wizards,Cleveland Cavaliers,1.53,2.6,2019-11-08,L,Away W,True,160.0,5393
Orlando Magic,Memphis Grizzlies,1.3,3.6,2019-11-08,W,Home W,True,30,5423
Atlanta Hawks,Sacramento Kings,2.3,1.67,2019-11-08,L,Away W,True,66,5489
Minnesota Timberwolves,Golden State Warriors,1.13,6.25,2019-11-08,W,Home W,True,13,5502
New Orleans Pelicans,Toronto Raptors,2.15,1.74,2019-11-08,L,Away W,True,74,5576
Dallas Mavericks,New York Knicks,1.14,6.0,2019-11-08,L,Home W,False,-100,5476
Utah Jazz,Milwaukee Bucks,2.15,1.74,2019-11-08,W,Home W,True,115.0,5591
Denver Nuggets,Philadelphia 76ers,1.45,2.8,2019-11-08,W,Away W,False,-100,5491
Portland Trail Blazers,Brooklyn Nets,1.59,2.45,2019-11-08,L,Away W,True,145.0,5636
Los Angeles Lakers,Miami Heat,1.24,4.25,2019-11-08,W,Home W,True,23,5659
San Antonio Spurs,Boston Celtics,1.8,2.05,2019-11-09,L,Away W,True,105.0,5764
Charlotte Hornets,New Orleans Pelicans,-,-,2019-11-09,L,Away W,True,0,5764
Oklahoma City Thunder,Golden State Warriors,1.11,7.0,2019-11-09,W,Home W,True,11,5775
Memphis Grizzlies,Dallas Mavericks,2.9,1.42,2019-11-09,L,Away W,True,41,5816
Chicago Bulls,Houston Rockets,3.25,1.36,2019-11-09,L,Away W,True,36,5852
Minnesota Timberwolves,Denver Nuggets,2.5,1.56,2019-11-10,L,Away W,True,55,5907
Orlando Magic,Indiana Pacers,1.5,2.7,2019-11-10,L,Away W,True,170.0,6077
Philadelphia 76ers,Charlotte Hornets,-,-,2019-11-10,W,Home W,True,0,6077
Oklahoma City Thunder,Milwaukee Bucks,4.25,1.24,2019-11-10,L,Away W,True,23,6100
New York Knicks,Cleveland Cavaliers,1.77,2.1,2019-11-10,L,Away W,True,110.0,6210
Phoenix Suns,Brooklyn Nets,1.67,2.3,2019-11-10,W,Home W,True,66,6276
Portland Trail Blazers,Atlanta Hawks,1.24,4.25,2019-11-10,W,Home W,True,23,6299
Los Angeles Lakers,Toronto Raptors,1.15,5.5,2019-11-10,L,Away W,True,450.0,6749
Detroit Pistons,Minnesota Timberwolves,1.54,2.55,2019-11-11,L,Away W,True,155.0,6904
Boston Celtics,Dallas Mavericks,1.69,2.25,2019-11-11,W,Home W,True,68,6972
San Antonio Spurs,Memphis Grizzlies,1.15,5.5,2019-11-11,L,Home W,False,-100,6872
New Orleans Pelicans,Houston Rockets,3.75,1.29,2019-11-11,L,Away W,True,28,6900
Golden State Warriors,Utah Jazz,4.0,1.25,2019-11-11,L,Away W,True,25,6925
LA Clippers,Toronto Raptors,-,-,2019-11-11,W,Away W,False,-100,6825
Philadelphia 76ers,Cleveland Cavaliers,1.13,6.25,2019-11-12,W,Home W,True,13,6838
Indiana Pacers,Oklahoma City Thunder,1.83,2.0,2019-11-12,W,Home W,True,83,6921
Miami Heat,Detroit Pistons,1.25,4.0,2019-11-12,W,Home W,True,25,6946
Chicago Bulls,New York Knicks,1.36,3.25,2019-11-12,W,Home W,True,36,6982
Phoenix Suns,Los Angeles Lakers,2.42,1.61,2019-11-12,L,Away W,True,60,7042
Denver Nuggets,Atlanta Hawks,1.15,5.5,2019-11-12,L,Home W,False,-100,6942
Utah Jazz,Brooklyn Nets,1.33,3.4,2019-11-12,W,Away W,False,-100,6842
Sacramento Kings,Portland Trail Blazers,2.05,1.8,2019-11-12,W,Home W,True,105.0,6947
Orlando Magic,Philadelphia 76ers,1.77,2.1,2019-11-13,W,Home W,True,76,7023
Charlotte Hornets,Memphis Grizzlies,-,-,2019-11-13,L,Away W,True,0,7023
Houston Rockets,LA Clippers,-,-,2019-11-13,W,Home W,True,0,7023
Boston Celtics,Washington Wizards,1.32,3.5,2019-11-13,W,Home W,True,32,7055
Minnesota Timberwolves,San Antonio Spurs,1.83,2.0,2019-11-13,W,Home W,True,83,7138
Portland Trail Blazers,Toronto Raptors,1.62,2.4,2019-11-13,L,Away W,True,140.0,7278
Los Angeles Lakers,Golden State Warriors,1.22,4.5,2019-11-13,W,Home W,True,22,7300
Cleveland Cavaliers,Miami Heat,2.7,1.5,2019-11-14,L,Away W,True,50,7350
Milwaukee Bucks,Chicago Bulls,1.12,6.5,2019-11-14,W,Home W,True,12,7362
New York Knicks,Dallas Mavericks,3.7,1.29,2019-11-14,W,Away W,False,-100,7262
New Orleans Pelicans,LA Clippers,-,-,2019-11-14,W,Home W,True,0,7262
Phoenix Suns,Atlanta Hawks,1.29,3.7,2019-11-14,W,Home W,True,29,7291
Denver Nuggets,Brooklyn Nets,1.29,3.75,2019-11-14,W,Home W,True,28,7319
Charlotte Hornets,Detroit Pistons,-,-,2019-11-15,W,Away W,False,-100,7219
Orlando Magic,San Antonio Spurs,1.69,2.25,2019-11-15,W,Home W,True,68,7287
Minnesota Timberwolves,Washington Wizards,1.4,3.0,2019-11-15,L,Away W,True,200.0,7487
Houston Rockets,Indiana Pacers,1.38,3.1,2019-11-15,W,Home W,True,38,7525
Oklahoma City Thunder,Philadelphia 76ers,2.4,1.62,2019-11-15,W,Home W,True,140.0,7665
Memphis Grizzlies,Utah Jazz,3.75,1.29,2019-11-15,W,Away W,False,-100,7565
Golden State Warriors,Boston Celtics,3.5,1.32,2019-11-15,L,Away W,True,32,7597
Los Angeles Lakers,Sacramento Kings,1.17,5.25,2019-11-15,W,Home W,True,16,7613
Chicago Bulls,Brooklyn Nets,1.56,2.5,2019-11-16,L,Away W,True,150.0,7763
Indiana Pacers,Milwaukee Bucks,3.6,1.3,2019-11-16,L,Away W,True,30,7793
New York Knicks,Charlotte Hornets,-,-,2019-11-16,L,Away W,True,0,7793
Minnesota Timberwolves,Houston Rockets,1.74,2.15,2019-11-16,L,Away W,True,115.0,7908
Miami Heat,New Orleans Pelicans,1.3,3.6,2019-11-16,W,Home W,True,30,7938
Dallas Mavericks,Toronto Raptors,1.54,2.55,2019-11-16,W,Home W,True,54,7992
San Antonio Spurs,Portland Trail Blazers,1.77,2.1,2019-11-16,L,Away W,True,110.0,8102
LA Clippers,Atlanta Hawks,-,-,2019-11-16,W,Home W,True,0,8102
Cleveland Cavaliers,Philadelphia 76ers,3.5,1.32,2019-11-17,L,Away W,True,32,8134
Sacramento Kings,Boston Celtics,2.25,1.69,2019-11-17,W,Away W,False,-100,8034
Memphis Grizzlies,Denver Nuggets,3.25,1.36,2019-11-17,L,Away W,True,36,8070
Orlando Magic,Washington Wizards,1.42,2.9,2019-11-17,W,Away W,False,-100,7970
New Orleans Pelicans,Golden State Warriors,1.62,2.4,2019-11-17,W,Home W,True,62,8032
Los Angeles Lakers,Atlanta Hawks,1.06,10.0,2019-11-17,W,Home W,True,6,8038
New York Knicks,Cleveland Cavaliers,1.42,2.9,2019-11-18,W,Home W,True,41,8079
Brooklyn Nets,Indiana Pacers,1.71,2.2,2019-11-18,L,Away W,True,120.0,8199
Toronto Raptors,Charlotte Hornets,-,-,2019-11-18,W,Home W,True,0,8199
Chicago Bulls,Milwaukee Bucks,4.0,1.25,2019-11-18,L,Away W,True,25,8224
Houston Rockets,Portland Trail Blazers,1.32,3.5,2019-11-18,W,Home W,True,32,8256
Dallas Mavericks,San Antonio Spurs,1.5,2.7,2019-11-18,W,Home W,True,50,8306
Utah Jazz,Minnesota Timberwolves,1.2,4.75,2019-11-18,L,Home W,False,-100,8206
Phoenix Suns,Boston Celtics,1.74,2.15,2019-11-18,L,Away W,True,115.0,8321
LA Clippers,Oklahoma City Thunder,-,-,2019-11-18,W,Home W,True,0,8321
New Orleans Pelicans,Portland Trail Blazers,1.62,2.4,2019-11-19,W,Home W,True,62,8383
Memphis Grizzlies,Golden State Warriors,1.38,3.1,2019-11-19,L,Away W,True,210.0,8593
Sacramento Kings,Phoenix Suns,1.65,2.35,2019-11-19,W,Home W,True,64,8657
Los Angeles Lakers,Oklahoma City Thunder,1.14,6.0,2019-11-19,W,Home W,True,14,8671
Philadelphia 76ers,New York Knicks,1.11,7.0,2019-11-20,W,Home W,True,11,8682
Washington Wizards,San Antonio Spurs,2.1,1.77,2019-11-20,W,Home W,True,110.0,8792
Miami Heat,Cleveland Cavaliers,1.2,4.75,2019-11-20,W,Home W,True,20,8812
Atlanta Hawks,Milwaukee Bucks,6.0,1.14,2019-11-20,L,Away W,True,14,8826
Dallas Mavericks,Golden State Warriors,1.06,10.0,2019-11-20,W,Home W,True,6,8832
Brooklyn Nets,Charlotte Hornets,-,-,2019-11-20,W,Home W,True,0,8832
Toronto Raptors,Orlando Magic,1.67,2.3,2019-11-20,W,Home W,True,66,8898
Chicago Bulls,Detroit Pistons,1.95,1.87,2019-11-20,W,Home W,True,95,8993
Minnesota Timberwolves,Utah Jazz,2.3,1.67,2019-11-20,L,Away W,True,66,9059
Denver Nuggets,Houston Rockets,1.8,2.05,2019-11-20,W,Home W,True,80,9139
LA Clippers,Boston Celtics,-,-,2019-11-20,W,Away W,False,-100,9039
Milwaukee Bucks,Portland Trail Blazers,1.08,8.5,2019-11-21,W,Home W,True,8,9047
Phoenix Suns,New Orleans Pelicans,1.65,2.35,2019-11-21,L,Away W,True,135.0,9182
Detroit Pistons,Atlanta Hawks,1.38,3.15,2019-11-22,W,Home W,True,37,9219
Washington Wizards,Charlotte Hornets,-,-,2019-11-22,W,Home W,True,0,9219
Brooklyn Nets,Sacramento Kings,1.74,2.15,2019-11-22,W,Home W,True,74,9293
Philadelphia 76ers,San Antonio Spurs,1.33,3.4,2019-11-22,W,Home W,True,33,9326
Chicago Bulls,Miami Heat,2.6,1.53,2019-11-22,L,Away W,True,52,9378
Oklahoma City Thunder,Los Angeles Lakers,2.7,1.5,2019-11-22,L,Away W,True,50,9428
Dallas Mavericks,Cleveland Cavaliers,1.15,5.5,2019-11-22,W,Home W,True,15,9443
Denver Nuggets,Boston Celtics,1.48,2.75,2019-11-22,W,Away W,False,-100,9343
Utah Jazz,Golden State Warriors,1.03,14.0,2019-11-22,W,Home W,True,2,9345
LA Clippers,Houston Rockets,-,-,2019-11-22,W,Away W,False,-100,9245
Minnesota Timberwolves,Phoenix Suns,1.5,2.7,2019-11-23,L,Away W,True,170.0,9415
Charlotte Hornets,Chicago Bulls,-,-,2019-11-23,L,Away W,True,0,9415
Indiana Pacers,Orlando Magic,1.36,3.25,2019-11-23,W,Away W,False,-100,9315
Philadelphia 76ers,Miami Heat,1.4,3.0,2019-11-23,W,Home W,True,40,9355
New York Knicks,San Antonio Spurs,2.35,1.65,2019-11-23,L,Away W,True,64,9419
Atlanta Hawks,Toronto Raptors,3.6,1.3,2019-11-23,L,Away W,True,30,9449
Memphis Grizzlies,Los Angeles Lakers,3.8,1.28,2019-11-23,L,Away W,True,27,9476
Cleveland Cavaliers,Portland Trail Blazers,3.25,1.36,2019-11-23,W,Home W,True,225.0,9701
Milwaukee Bucks,Detroit Pistons,1.08,8.5,2019-11-23,W,Home W,True,8,9709
Utah Jazz,New Orleans Pelicans,1.42,2.9,2019-11-23,W,Away W,False,-100,9609
Houston Rockets,Dallas Mavericks,1.42,2.9,2019-11-24,L,Away W,True,190.0,9799
Washington Wizards,Sacramento Kings,1.74,2.15,2019-11-24,L,Away W,True,115.0,9914
New York Knicks,Brooklyn Nets,2.15,1.74,2019-11-24,L,Away W,True,74,9988
Denver Nuggets,Phoenix Suns,1.14,6.0,2019-11-24,W,Home W,True,14,10002
LA Clippers,New Orleans Pelicans,-,-,2019-11-24,W,Home W,True,0,10002
Detroit Pistons,Orlando Magic,1.53,2.6,2019-11-25,W,Home W,True,52,10054
Indiana Pacers,Memphis Grizzlies,1.2,4.75,2019-11-25,W,Home W,True,20,10074
Cleveland Cavaliers,Brooklyn Nets,1.83,2.0,2019-11-25,L,Away W,True,100.0,10174
Toronto Raptors,Philadelphia 76ers,2.05,1.8,2019-11-25,W,Home W,True,105.0,10279
Boston Celtics,Sacramento Kings,1.34,3.35,2019-11-25,W,Away W,False,-100,10179
Miami Heat,Charlotte Hornets,-,-,2019-11-25,W,Home W,True,0,10179
Atlanta Hawks,Minnesota Timberwolves,2.6,1.53,2019-11-25,L,Away W,True,52,10231
Milwaukee Bucks,Utah Jazz,1.24,4.25,2019-11-25,W,Away W,False,-100,10131
Chicago Bulls,Portland Trail Blazers,2.0,1.83,2019-11-25,L,Away W,True,83,10214
San Antonio Spurs,Los Angeles Lakers,2.7,1.5,2019-11-25,L,Away W,True,50,10264
Golden State Warriors,Oklahoma City Thunder,3.6,1.3,2019-11-25,L,Away W,True,30,10294
Dallas Mavericks,LA Clippers,-,-,2019-11-26,L,Away W,True,0,10294
Denver Nuggets,Washington Wizards,1.15,5.5,2019-11-26,W,Home W,True,15,10309
Indiana Pacers,Utah Jazz,1.91,1.91,2019-11-27,W,Home W,True,90,10399
Boston Celtics,Brooklyn Nets,1.25,4.0,2019-11-27,W,Home W,True,25,10424
Philadelphia 76ers,Sacramento Kings,1.2,4.75,2019-11-27,W,Home W,True,20,10444
Cleveland Cavaliers,Orlando Magic,1.91,1.91,2019-11-27,L,Away W,True,90,10534
Charlotte Hornets,Detroit Pistons,-,-,2019-11-27,W,Away W,False,-100,10434
Toronto Raptors,New York Knicks,1.17,5.25,2019-11-27,W,Home W,True,16,10450
Milwaukee Bucks,Atlanta Hawks,1.06,10.0,2019-11-27,W,Home W,True,6,10456
Memphis Grizzlies,LA Clippers,-,-,2019-11-27,L,Away W,True,0,10456
Houston Rockets,Miami Heat,1.32,3.5,2019-11-27,W,Home W,True,32,10488
San Antonio Spurs,Minnesota Timberwolves,1.67,2.3,2019-11-27,L,Away W,True,130.0,10618
Phoenix Suns,Washington Wizards,1.34,3.35,2019-11-27,L,Away W,True,235.0,10853
New Orleans Pelicans,Los Angeles Lakers,3.6,1.3,2019-11-27,L,Away W,True,30,10883
Portland Trail Blazers,Oklahoma City Thunder,1.69,2.25,2019-11-27,W,Home W,True,68,10951
Golden State Warriors,Chicago Bulls,2.1,1.77,2019-11-27,W,Home W,True,110.0,11061
Brooklyn Nets,Boston Celtics,2.5,1.56,2019-11-29,W,Home W,True,150.0,11211
Detroit Pistons,Charlotte Hornets,-,-,2019-11-29,L,Away W,True,0,11211
Orlando Magic,Toronto Raptors,2.3,1.67,2019-11-29,L,Away W,True,66,11277
New York Knicks,Philadelphia 76ers,3.3,1.36,2019-11-29,L,Away W,True,35,11312
Cleveland Cavaliers,Milwaukee Bucks,6.0,1.14,2019-11-29,L,Away W,True,14,11326
Indiana Pacers,Atlanta Hawks,1.14,6.0,2019-11-29,W,Home W,True,14,11340
Miami Heat,Golden State Warriors,1.13,6.25,2019-11-29,W,Home W,True,13,11353
Oklahoma City Thunder,New Orleans Pelicans,1.51,2.65,2019-11-29,W,Home W,True,51,11404
Memphis Grizzlies,Utah Jazz,3.6,1.3,2019-11-29,L,Away W,True,30,11434
San Antonio Spurs,LA Clippers,-,-,2019-11-29,W,Home W,True,0,11434
Phoenix Suns,Dallas Mavericks,2.15,1.74,2019-11-29,L,Away W,True,74,11508
Portland Trail Blazers,Chicago Bulls,1.33,3.4,2019-11-29,W,Home W,True,33,11541
Los Angeles Lakers,Washington Wizards,1.13,6.25,2019-11-29,W,Home W,True,13,11554
Sacramento Kings,Denver Nuggets,2.55,1.54,2019-11-30,W,Away W,False,-100,11454
Philadelphia 76ers,Indiana Pacers,1.38,3.1,2019-11-30,W,Away W,False,-100,11354
Milwaukee Bucks,Charlotte Hornets,-,-,2019-11-30,W,Home W,True,0,11354
Houston Rockets,Atlanta Hawks,1.07,9.5,2019-11-30,W,Home W,True,6,11360
Brooklyn Nets,Miami Heat,2.55,1.54,2019-12-01,L,Away W,True,54,11414
New York Knicks,Boston Celtics,4.0,1.25,2019-12-01,L,Away W,True,25,11439
Minnesota Timberwolves,Memphis Grizzlies,1.1,7.5,2019-12-01,L,Away W,True,650.0,12089
Los Angeles Lakers,Dallas Mavericks,1.36,3.25,2019-12-01,L,Away W,True,225.0,12314
Detroit Pistons,San Antonio Spurs,1.71,2.2,2019-12-01,W,Home W,True,71,12385
New Orleans Pelicans,Oklahoma City Thunder,1.71,2.2,2019-12-01,L,Away W,True,120.0,12505
Orlando Magic,Golden State Warriors,1.29,3.75,2019-12-01,W,Home W,True,28,12533
Toronto Raptors,Utah Jazz,1.77,2.1,2019-12-01,W,Home W,True,76,12609
LA Clippers,Washington Wizards,-,-,2019-12-01,W,Home W,True,0,12609
Philadelphia 76ers,Utah Jazz,1.45,2.8,2019-12-02,W,Home W,True,45,12654
Charlotte Hornets,Phoenix Suns,-,-,2019-12-02,L,Away W,True,0,12654
Atlanta Hawks,Golden State Warriors,1.38,3.1,2019-12-02,W,Home W,True,38,12692
Memphis Grizzlies,Indiana Pacers,4.5,1.22,2019-12-02,L,Away W,True,22,12714
Milwaukee Bucks,New York Knicks,1.03,13.0,2019-12-02,W,Home W,True,3,12717
Sacramento Kings,Chicago Bulls,1.45,2.8,2019-12-02,L,Away W,True,180.0,12897
Cleveland Cavaliers,Detroit Pistons,2.42,1.61,2019-12-03,L,Away W,True,60,12957
Washington Wizards,Orlando Magic,1.91,1.91,2019-12-03,L,Away W,True,90,13047
New Orleans Pelicans,Dallas Mavericks,2.7,1.5,2019-12-03,L,Away W,True,50,13097
Toronto Raptors,Miami Heat,1.42,2.9,2019-12-03,L,Away W,True,190.0,13287
San Antonio Spurs,Houston Rockets,3.6,1.3,2019-12-03,W,Away W,False,-100,13187
Denver Nuggets,Los Angeles Lakers,1.74,2.15,2019-12-03,L,Away W,True,115.0,13302
LA Clippers,Portland Trail Blazers,-,-,2019-12-03,W,Home W,True,0,13302
Detroit Pistons,Milwaukee Bucks,4.75,1.2,2019-12-04,L,Away W,True,20,13322
Orlando Magic,Phoenix Suns,2.05,1.8,2019-12-04,W,Home W,True,105.0,13427
Charlotte Hornets,Golden State Warriors,-,-,2019-12-04,W,Home W,True,0,13427
Atlanta Hawks,Brooklyn Nets,2.3,1.67,2019-12-04,L,Away W,True,66,13493
Boston Celtics,Miami Heat,1.43,2.85,2019-12-04,W,Home W,True,43,13536
Chicago Bulls,Memphis Grizzlies,1.33,3.4,2019-12-04,W,Home W,True,33,13569
Oklahoma City Thunder,Indiana Pacers,2.05,1.8,2019-12-04,L,Away W,True,80,13649
