Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
Oklahoma City Thunder,Boston Celtics,,,2018-10-25,Under,Under,True,90,2274
Los Angeles Lakers,Denver Nuggets,,,2018-10-25,Under,Under,True,100.0,2374
Charlotte Hornets,Chicago Bulls,,,2018-10-26,-,Over,False,0,2374
Toronto Raptors,Dallas Mavericks,,,2018-10-26,Under,Under,True,125.0,2499
New York Knicks,Golden State Warriors,,,2018-10-26,Under,Under,False,-100,2399
New Orleans Pelicans,Brooklyn Nets,,,2018-10-26,Under,Under,True,83,2482
Houston Rockets,LA Clippers,,,2018-10-26,-,Over,False,0,2482
Minnesota Timberwolves,Milwaukee Bucks,,,2018-10-26,Under,Under,True,80,2562
Sacramento Kings,Washington Wizards,,,2018-10-26,Under,Under,True,83,2645
Detroit Pistons,Boston Celtics,,,2018-10-27,Under,Under,True,83,2728
New Orleans Pelicans,Utah Jazz,,,2018-10-27,Over,Over,True,115.0,2843
Philadelphia 76ers,Charlotte Hornets,,,2018-10-27,-,Under,False,0,2843
Atlanta Hawks,Chicago Bulls,,,2018-10-27,Under,Under,True,80,2923
Cleveland Cavaliers,Indiana Pacers,,,2018-10-27,Over,Over,True,120.0,3043
Miami Heat,Portland Trail Blazers,,,2018-10-27,Over,Over,True,125.0,3168
Memphis Grizzlies,Phoenix Suns,,,2018-10-27,Over,Over,True,125.0,3293
San Antonio Spurs,Los Angeles Lakers,,,2018-10-27,Under,Under,True,110.0,3403
Milwaukee Bucks,Orlando Magic,,,2018-10-27,Under,Under,True,80,3483
Brooklyn Nets,Golden State Warriors,,,2018-10-28,Over,Over,True,115.0,3598
Oklahoma City Thunder,Phoenix Suns,,,2018-10-28,Over,Over,True,125.0,3723
Dallas Mavericks,Utah Jazz,,,2018-10-28,Under,Under,False,-100,3623
LA Clippers,Washington Wizards,,,2018-10-28,-,Over,False,0,3623
Philadelphia 76ers,Atlanta Hawks,,,2018-10-29,Under,Under,True,100.0,3723
Indiana Pacers,Portland Trail Blazers,,,2018-10-29,Under,Under,True,120.0,3843
Miami Heat,Sacramento Kings,,,2018-10-29,Over,Under,False,-100,3743
New York Knicks,Brooklyn Nets,,,2018-10-29,Under,Under,True,100.0,3843
Milwaukee Bucks,Toronto Raptors,,,2018-10-29,Over,Over,True,110.0,3953
Chicago Bulls,Golden State Warriors,,,2018-10-29,Over,Over,True,120.0,4073
Minnesota Timberwolves,Los Angeles Lakers,,,2018-10-29,Over,Over,True,125.0,4198
San Antonio Spurs,Dallas Mavericks,,,2018-10-29,Over,Over,True,125.0,4323
Denver Nuggets,New Orleans Pelicans,,,2018-10-29,Under,Under,True,83,4406
Cleveland Cavaliers,Atlanta Hawks,,,2018-10-30,Over,Over,True,83,4489
Charlotte Hornets,Miami Heat,,,2018-10-30,-,Over,False,0,4489
Orlando Magic,Sacramento Kings,,,2018-10-30,Under,Under,True,105.0,4594
Boston Celtics,Detroit Pistons,,,2018-10-30,Over,Over,True,120.0,4714
Toronto Raptors,Philadelphia 76ers,,,2018-10-30,Over,Over,True,83,4797
Houston Rockets,Portland Trail Blazers,,,2018-10-30,Under,Under,True,110.0,4907
Oklahoma City Thunder,LA Clippers,,,2018-10-30,-,Over,False,0,4907
Memphis Grizzlies,Washington Wizards,,,2018-10-30,Under,Under,True,125.0,5032
Brooklyn Nets,Detroit Pistons,,,2018-10-31,Over,Over,True,72,5104
Chicago Bulls,Denver Nuggets,,,2018-10-31,Under,Under,True,90,5194
New York Knicks,Indiana Pacers,,,2018-10-31,Under,Under,True,90,5284
Minnesota Timberwolves,Utah Jazz,,,2018-10-31,Over,Over,True,105.0,5389
Golden State Warriors,New Orleans Pelicans,,,2018-10-31,Over,Over,True,120.0,5509
Phoenix Suns,San Antonio Spurs,,,2018-10-31,Under,Under,True,115.0,5624
Los Angeles Lakers,Dallas Mavericks,,,2018-10-31,Under,Under,True,80,5704
Charlotte Hornets,Oklahoma City Thunder,,,2018-11-01,-,Under,False,0,5704
Philadelphia 76ers,LA Clippers,,,2018-11-01,-,Over,False,0,5704
Cleveland Cavaliers,Denver Nuggets,,,2018-11-01,Under,Under,True,90,5794
Atlanta Hawks,Sacramento Kings,,,2018-11-01,Over,Over,True,83,5877
Boston Celtics,Milwaukee Bucks,,,2018-11-01,Over,Over,True,83,5960
Portland Trail Blazers,New Orleans Pelicans,,,2018-11-01,Over,Over,True,90,6050
Orlando Magic,LA Clippers,,,2018-11-02,-,Over,False,0,6050
Brooklyn Nets,Houston Rockets,,,2018-11-02,Over,Over,True,83,6133
Washington Wizards,Oklahoma City Thunder,,,2018-11-02,Over,Over,True,120.0,6253
Chicago Bulls,Indiana Pacers,,,2018-11-02,Over,Over,True,90,6343
Dallas Mavericks,New York Knicks,,,2018-11-02,Over,Over,True,110.0,6453
Utah Jazz,Memphis Grizzlies,,,2018-11-02,Over,Over,True,100.0,6553
Phoenix Suns,Toronto Raptors,,,2018-11-02,Under,Under,True,83,6636
Golden State Warriors,Minnesota Timberwolves,,,2018-11-02,Under,Under,True,90,6726
Philadelphia 76ers,Detroit Pistons,,,2018-11-03,Under,Under,True,83,6809
Indiana Pacers,Boston Celtics,,,2018-11-03,Under,Under,True,83,6892
Charlotte Hornets,Cleveland Cavaliers,,,2018-11-03,-,Under,False,0,6892
Atlanta Hawks,Miami Heat,,,2018-11-03,Over,Over,True,120.0,7012
Chicago Bulls,Houston Rockets,,,2018-11-03,Under,Under,True,120.0,7132
San Antonio Spurs,New Orleans Pelicans,,,2018-11-03,Under,Under,True,80,7212
Denver Nuggets,Utah Jazz,,,2018-11-03,Under,Over,False,-100,7112
Portland Trail Blazers,Los Angeles Lakers,,,2018-11-03,Under,Under,True,90,7202
Milwaukee Bucks,Sacramento Kings,,,2018-11-04,Over,Over,True,125.0,7327
Brooklyn Nets,Philadelphia 76ers,,,2018-11-04,Under,Under,True,120.0,7447
Washington Wizards,New York Knicks,,,2018-11-04,Under,Under,True,72,7519
San Antonio Spurs,Orlando Magic,,,2018-11-04,Over,Over,True,100.0,7619
Phoenix Suns,Memphis Grizzlies,,,2018-11-04,Under,Under,True,125.0,7744
Portland Trail Blazers,Minnesota Timberwolves,,,2018-11-04,Under,Under,True,110.0,7854
Los Angeles Lakers,Toronto Raptors,,,2018-11-04,Under,Under,True,72,7926
Indiana Pacers,Houston Rockets,,,2018-11-05,Under,Under,True,120.0,8046
Detroit Pistons,Miami Heat,,,2018-11-05,Over,Over,True,105.0,8151
Orlando Magic,Cleveland Cavaliers,,,2018-11-05,Under,Under,True,80,8231
New York Knicks,Chicago Bulls,,,2018-11-05,Over,Over,True,125.0,8356
Oklahoma City Thunder,New Orleans Pelicans,,,2018-11-05,Over,Over,True,80,8436
Denver Nuggets,Boston Celtics,,,2018-11-05,Over,Over,True,100.0,8536
Utah Jazz,Toronto Raptors,,,2018-11-05,Over,Over,True,105.0,8641
Golden State Warriors,Memphis Grizzlies,,,2018-11-05,Under,Under,True,83,8724
LA Clippers,Minnesota Timberwolves,,,2018-11-05,-,Over,False,0,8724
Charlotte Hornets,Atlanta Hawks,,,2018-11-06,-,Under,False,0,8724
Dallas Mavericks,Washington Wizards,,,2018-11-06,Under,Under,True,105.0,8829
Phoenix Suns,Brooklyn Nets,,,2018-11-06,Under,Under,True,80,8909
Portland Trail Blazers,Milwaukee Bucks,,,2018-11-06,Under,Under,True,105.0,9014
Orlando Magic,Detroit Pistons,,,2018-11-07,Under,Under,True,125.0,9139
Cleveland Cavaliers,Oklahoma City Thunder,,,2018-11-07,Under,Under,True,105.0,9244
Atlanta Hawks,New York Knicks,,,2018-11-07,Under,Under,True,83,9327
Miami Heat,San Antonio Spurs,,,2018-11-07,Under,Under,True,105.0,9432
Memphis Grizzlies,Denver Nuggets,,,2018-11-07,Under,Under,True,83,9515
New Orleans Pelicans,Chicago Bulls,,,2018-11-07,Under,Under,True,125.0,9640
Indiana Pacers,Philadelphia 76ers,,,2018-11-07,Under,Under,True,83,9723
Utah Jazz,Dallas Mavericks,,,2018-11-07,Over,Over,True,120.0,9843
Sacramento Kings,Toronto Raptors,,,2018-11-07,Under,Under,True,100.0,9943
Los Angeles Lakers,Minnesota Timberwolves,,,2018-11-07,Under,Under,True,90,10033
Oklahoma City Thunder,Houston Rockets,,,2018-11-08,Under,Under,True,105.0,10138
Phoenix Suns,Boston Celtics,,,2018-11-08,Over,Over,True,100.0,10238
Portland Trail Blazers,LA Clippers,,,2018-11-08,-,Under,False,0,10238
Golden State Warriors,Milwaukee Bucks,,,2018-11-08,Over,Over,True,100.0,10338
Orlando Magic,Washington Wizards,,,2018-11-09,Over,Over,True,83,10421
Philadelphia 76ers,Charlotte Hornets,,,2018-11-09,-,Over,False,0,10421
Atlanta Hawks,Detroit Pistons,,,2018-11-09,Over,Over,True,72,10493
Miami Heat,Indiana Pacers,,,2018-11-09,Over,Over,True,105.0,10598
Denver Nuggets,Brooklyn Nets,,,2018-11-09,Over,Over,True,125.0,10723
Utah Jazz,Boston Celtics,,,2018-11-09,Over,Under,False,-100,10623
Sacramento Kings,Minnesota Timberwolves,,,2018-11-09,Under,Under,True,72,10695
Toronto Raptors,New York Knicks,,,2018-11-10,Over,Over,True,110.0,10805
LA Clippers,Milwaukee Bucks,,,2018-11-10,-,Over,False,0,10805
New Orleans Pelicans,Phoenix Suns,,,2018-11-10,Under,Under,True,83,10888
Chicago Bulls,Cleveland Cavaliers,,,2018-11-10,Under,Under,True,110.0,10998
Miami Heat,Washington Wizards,,,2018-11-10,Over,Over,True,115.0,11113
Memphis Grizzlies,Philadelphia 76ers,,,2018-11-10,Over,Over,True,80,11193
Golden State Warriors,Brooklyn Nets,,,2018-11-10,Under,Under,True,80,11273
San Antonio Spurs,Houston Rockets,,,2018-11-10,Under,Under,True,120.0,11393
Dallas Mavericks,Oklahoma City Thunder,,,2018-11-10,Under,Under,True,83,11476
Sacramento Kings,Los Angeles Lakers,,,2018-11-10,Under,Under,True,105.0,11581
Detroit Pistons,Charlotte Hornets,,,2018-11-11,-,Under,False,0,11581
Houston Rockets,Indiana Pacers,,,2018-11-11,Over,Over,True,83,11664
New York Knicks,Orlando Magic,,,2018-11-11,Under,Under,True,105.0,11769
Denver Nuggets,Milwaukee Bucks,,,2018-11-11,Over,Over,True,110.0,11879
Portland Trail Blazers,Boston Celtics,,,2018-11-11,Under,Under,True,90,11969
Los Angeles Lakers,Atlanta Hawks,,,2018-11-11,Under,Under,True,125.0,12094
Washington Wizards,Orlando Magic,,,2018-11-12,Over,Over,True,83,12177
Miami Heat,Philadelphia 76ers,,,2018-11-12,Over,Over,True,105.0,12282
Toronto Raptors,New Orleans Pelicans,,,2018-11-12,Over,Over,True,115.0,12397
Chicago Bulls,Dallas Mavericks,,,2018-11-12,Under,Under,True,105.0,12502
Memphis Grizzlies,Utah Jazz,,,2018-11-12,Under,Under,True,120.0,12622
Oklahoma City Thunder,Phoenix Suns,,,2018-11-12,Over,Over,True,125.0,12747
Minnesota Timberwolves,Brooklyn Nets,,,2018-11-12,Over,Under,False,-100,12647
Sacramento Kings,San Antonio Spurs,,,2018-11-12,Under,Under,True,120.0,12767
LA Clippers,Golden State Warriors,,,2018-11-12,-,Under,False,0,12767
Cleveland Cavaliers,Charlotte Hornets,,,2018-11-13,-,Under,False,0,12767
Denver Nuggets,Houston Rockets,,,2018-11-13,Under,Under,True,72,12839
Golden State Warriors,Atlanta Hawks,,,2018-11-13,Under,Under,True,110.0,12949
Orlando Magic,Philadelphia 76ers,,,2018-11-14,Under,Under,True,80,13029
Washington Wizards,Cleveland Cavaliers,,,2018-11-14,Under,Under,True,120.0,13149
Boston Celtics,Chicago Bulls,,,2018-11-14,Under,Under,True,120.0,13269
Toronto Raptors,Detroit Pistons,,,2018-11-14,Under,Under,True,72,13341
Brooklyn Nets,Miami Heat,,,2018-11-14,Over,Over,True,115.0,13456
Oklahoma City Thunder,New York Knicks,,,2018-11-14,Over,Over,True,80,13536
Minnesota Timberwolves,New Orleans Pelicans,,,2018-11-14,Under,Under,True,83,13619
Milwaukee Bucks,Memphis Grizzlies,,,2018-11-14,Over,Over,True,72,13691
Dallas Mavericks,Utah Jazz,,,2018-11-14,Under,Under,True,125.0,13816
Phoenix Suns,San Antonio Spurs,,,2018-11-14,Over,Under,False,-100,13716
Los Angeles Lakers,Portland Trail Blazers,,,2018-11-14,Over,Over,True,120.0,13836
Houston Rockets,Golden State Warriors,,,2018-11-15,Under,Under,True,90,13926
Denver Nuggets,Atlanta Hawks,,,2018-11-15,Over,Over,True,83,14009
LA Clippers,San Antonio Spurs,,,2018-11-15,-,Over,False,0,14009
Washington Wizards,Brooklyn Nets,,,2018-11-16,Under,Under,True,105.0,14114
Indiana Pacers,Miami Heat,,,2018-11-16,Under,Under,True,90,14204
Philadelphia 76ers,Utah Jazz,,,2018-11-16,Over,Under,False,-100,14104
Boston Celtics,Toronto Raptors,,,2018-11-16,Over,Over,True,83,14187
Minnesota Timberwolves,Portland Trail Blazers,,,2018-11-16,Under,Under,True,110.0,14297
Memphis Grizzlies,Sacramento Kings,,,2018-11-16,Over,Over,True,80,14377
New Orleans Pelicans,New York Knicks,,,2018-11-16,Over,Over,True,72,14449
Milwaukee Bucks,Chicago Bulls,,,2018-11-16,Over,Over,True,80,14529
Brooklyn Nets,LA Clippers,,,2018-11-17,-,Over,False,0,14529
Orlando Magic,Los Angeles Lakers,,,2018-11-17,Over,Over,True,120.0,14649
Indiana Pacers,Atlanta Hawks,,,2018-11-17,Under,Under,True,120.0,14769
New Orleans Pelicans,Denver Nuggets,,,2018-11-17,Over,Over,True,125.0,14894
Charlotte Hornets,Philadelphia 76ers,,,2018-11-17,-,Over,False,0,14894
Boston Celtics,Utah Jazz,,,2018-11-17,Under,Under,True,115.0,15009
Houston Rockets,Sacramento Kings,,,2018-11-17,Over,Over,True,72,15081
Chicago Bulls,Toronto Raptors,,,2018-11-17,Under,Under,True,80,15161
Dallas Mavericks,Golden State Warriors,,,2018-11-17,Over,Over,True,83,15244
Phoenix Suns,Oklahoma City Thunder,,,2018-11-17,Under,Under,True,80,15324
Minnesota Timberwolves,Memphis Grizzlies,,,2018-11-18,Under,Under,True,83,15407
Washington Wizards,Portland Trail Blazers,,,2018-11-18,Over,Over,True,100.0,15507
Miami Heat,Los Angeles Lakers,,,2018-11-18,Under,Under,True,110.0,15617
Orlando Magic,New York Knicks,,,2018-11-18,Over,Over,True,100.0,15717
San Antonio Spurs,Golden State Warriors,,,2018-11-18,Under,Under,True,120.0,15837
Charlotte Hornets,Boston Celtics,,,2018-11-19,-,Over,False,0,15837
Indiana Pacers,Utah Jazz,,,2018-11-19,Over,Over,True,90,15927
Philadelphia 76ers,Phoenix Suns,,,2018-11-19,Over,Over,True,105.0,16032
Detroit Pistons,Cleveland Cavaliers,,,2018-11-19,Over,Over,True,115.0,16147
Atlanta Hawks,LA Clippers,,,2018-11-19,-,Over,False,0,16147
Milwaukee Bucks,Denver Nuggets,,,2018-11-19,Under,Over,False,-100,16047
New Orleans Pelicans,San Antonio Spurs,,,2018-11-19,Over,Over,True,83,16130
Memphis Grizzlies,Dallas Mavericks,,,2018-11-19,Under,Under,True,72,16202
Sacramento Kings,Oklahoma City Thunder,,,2018-11-19,Over,Over,True,105.0,16307
Orlando Magic,Toronto Raptors,,,2018-11-20,Under,Under,True,100.0,16407
Washington Wizards,LA Clippers,,,2018-11-20,-,Over,False,0,16407
New York Knicks,Portland Trail Blazers,,,2018-11-20,Over,Over,True,83,16490
Miami Heat,Brooklyn Nets,,,2018-11-20,Under,Under,True,72,16562
Philadelphia 76ers,New Orleans Pelicans,,,2018-11-21,Over,Under,False,-100,16462
Charlotte Hornets,Indiana Pacers,,,2018-11-21,-,Over,False,0,16462
Atlanta Hawks,Toronto Raptors,,,2018-11-21,Over,Over,True,72,16534
Boston Celtics,New York Knicks,,,2018-11-21,Over,Over,True,72,16606
Houston Rockets,Detroit Pistons,,,2018-11-21,Over,Over,True,72,16678
Milwaukee Bucks,Portland Trail Blazers,,,2018-11-21,Over,Over,True,83,16761
Minnesota Timberwolves,Denver Nuggets,,,2018-11-21,Under,Under,True,120.0,16881
Chicago Bulls,Phoenix Suns,,,2018-11-21,Over,Over,True,83,16964
Cleveland Cavaliers,Los Angeles Lakers,,,2018-11-21,Under,Under,True,125.0,17089
San Antonio Spurs,Memphis Grizzlies,,,2018-11-21,Over,Over,True,110.0,17199
Dallas Mavericks,Brooklyn Nets,,,2018-11-21,Over,Over,True,72,17271
Utah Jazz,Sacramento Kings,,,2018-11-21,Over,Under,False,-100,17171
Golden State Warriors,Oklahoma City Thunder,,,2018-11-21,Under,Under,True,100.0,17271
Brooklyn Nets,Minnesota Timberwolves,,,2018-11-23,Under,Under,True,120.0,17391
LA Clippers,Memphis Grizzlies,,,2018-11-23,-,Over,False,0,17391
Detroit Pistons,Houston Rockets,,,2018-11-23,Over,Over,True,125.0,17516
New York Knicks,New Orleans Pelicans,,,2018-11-23,Under,Under,True,83,17599
Philadelphia 76ers,Cleveland Cavaliers,,,2018-11-23,Over,Over,True,83,17682
Toronto Raptors,Washington Wizards,,,2018-11-23,Over,Over,True,105.0,17787
Atlanta Hawks,Boston Celtics,,,2018-11-23,Under,Under,True,80,17867
Chicago Bulls,Miami Heat,,,2018-11-23,Under,Under,True,83,17950
Indiana Pacers,San Antonio Spurs,,,2018-11-23,Over,Under,False,-100,17850
Oklahoma City Thunder,Charlotte Hornets,,,2018-11-23,-,Under,False,0,17850
Milwaukee Bucks,Phoenix Suns,,,2018-11-23,Over,Over,True,125.0,17975
Denver Nuggets,Orlando Magic,,,2018-11-23,Under,Under,True,105.0,18080
Los Angeles Lakers,Utah Jazz,,,2018-11-23,Under,Under,True,125.0,18205
Golden State Warriors,Portland Trail Blazers,,,2018-11-23,Over,Over,True,100.0,18305
Cleveland Cavaliers,Houston Rockets,,,2018-11-24,Over,Over,True,120.0,18425
Washington Wizards,New Orleans Pelicans,,,2018-11-24,Under,Under,True,72,18497
Minnesota Timberwolves,Chicago Bulls,,,2018-11-24,Under,Under,True,110.0,18607
Oklahoma City Thunder,Denver Nuggets,,,2018-11-24,Under,Under,True,80,18687
Milwaukee Bucks,San Antonio Spurs,,,2018-11-24,Over,Over,True,80,18767
Golden State Warriors,Sacramento Kings,,,2018-11-24,Over,Over,True,72,18839
Dallas Mavericks,Boston Celtics,,,2018-11-24,Over,Over,True,100.0,18939
Los Angeles Lakers,Orlando Magic,,,2018-11-25,Under,Under,True,120.0,19059
Detroit Pistons,Phoenix Suns,,,2018-11-25,Over,Over,True,115.0,19174
Toronto Raptors,Miami Heat,,,2018-11-25,Over,Over,True,100.0,19274
Brooklyn Nets,Philadelphia 76ers,,,2018-11-25,Over,Over,True,83,19357
Memphis Grizzlies,New York Knicks,,,2018-11-25,Under,Under,True,72,19429
Atlanta Hawks,Charlotte Hornets,,,2018-11-25,-,Over,False,0,19429
Sacramento Kings,Utah Jazz,,,2018-11-25,Over,Over,True,105.0,19534
Portland Trail Blazers,LA Clippers,,,2018-11-25,-,Under,False,0,19534
Cleveland Cavaliers,Minnesota Timberwolves,,,2018-11-26,Under,Under,True,100.0,19634
Charlotte Hornets,Milwaukee Bucks,,,2018-11-26,-,Under,False,0,19634
Washington Wizards,Houston Rockets,,,2018-11-26,Over,Over,True,115.0,19749
Chicago Bulls,San Antonio Spurs,,,2018-11-26,Over,Over,True,80,19829
New Orleans Pelicans,Boston Celtics,,,2018-11-26,Over,Over,True,83,19912
Utah Jazz,Indiana Pacers,,,2018-11-26,Over,Over,True,83,19995
Golden State Warriors,Orlando Magic,,,2018-11-26,Over,Over,True,83,20078
Detroit Pistons,New York Knicks,,,2018-11-27,Over,Over,True,83,20161
Miami Heat,Atlanta Hawks,,,2018-11-27,Over,Over,True,120.0,20281
Memphis Grizzlies,Toronto Raptors,,,2018-11-27,Over,Over,True,105.0,20386
Phoenix Suns,Indiana Pacers,,,2018-11-27,Over,Over,True,80,20466
Denver Nuggets,Los Angeles Lakers,,,2018-11-27,Under,Under,True,110.0,20576
Philadelphia 76ers,New York Knicks,,,2018-11-28,Under,Under,True,83,20659
Charlotte Hornets,Atlanta Hawks,,,2018-11-28,-,Under,False,0,20659
Brooklyn Nets,Utah Jazz,,,2018-11-28,Under,Under,True,125.0,20784
Minnesota Timberwolves,San Antonio Spurs,,,2018-11-28,Over,Over,True,100.0,20884
Houston Rockets,Dallas Mavericks,,,2018-11-28,Over,Over,True,90,20974
Milwaukee Bucks,Chicago Bulls,,,2018-11-28,Over,Over,True,115.0,21089
Oklahoma City Thunder,Cleveland Cavaliers,,,2018-11-28,Under,Under,True,80,21169
New Orleans Pelicans,Washington Wizards,,,2018-11-28,Under,Under,True,105.0,21274
Portland Trail Blazers,Orlando Magic,,,2018-11-28,Over,Over,True,120.0,21394
LA Clippers,Phoenix Suns,,,2018-11-28,-,Under,False,0,21394
Toronto Raptors,Golden State Warriors,,,2018-11-29,Over,Over,True,83,21477
Sacramento Kings,LA Clippers,,,2018-11-29,-,Over,False,0,21477
Los Angeles Lakers,Indiana Pacers,,,2018-11-29,Under,Under,True,72,21549
Philadelphia 76ers,Washington Wizards,,,2018-11-30,Under,Under,True,115.0,21664
Detroit Pistons,Chicago Bulls,,,2018-11-30,Under,Under,True,83,21747
Boston Celtics,Cleveland Cavaliers,,,2018-11-30,Over,Over,True,80,21827
Charlotte Hornets,Utah Jazz,,,2018-11-30,-,Over,False,0,21827
Brooklyn Nets,Memphis Grizzlies,,,2018-11-30,Over,Over,True,100.0,21927
Miami Heat,New Orleans Pelicans,,,2018-11-30,Under,Under,True,90,22017
San Antonio Spurs,Houston Rockets,,,2018-11-30,Over,Over,True,72,22089
Oklahoma City Thunder,Atlanta Hawks,,,2018-11-30,Over,Over,True,83,22172
Phoenix Suns,Orlando Magic,,,2018-11-30,Under,Under,True,90,22262
Los Angeles Lakers,Dallas Mavericks,,,2018-11-30,Under,Under,True,80,22342
Portland Trail Blazers,Denver Nuggets,,,2018-11-30,Over,Over,True,80,22422
New York Knicks,Milwaukee Bucks,,,2018-12-01,Over,Over,True,110.0,22532
Detroit Pistons,Golden State Warriors,,,2018-12-01,Under,Under,True,120.0,22652
Washington Wizards,Brooklyn Nets,,,2018-12-01,Under,Under,True,105.0,22757
Minnesota Timberwolves,Boston Celtics,,,2018-12-01,Over,Over,True,83,22840
Houston Rockets,Chicago Bulls,,,2018-12-01,Over,Over,True,125.0,22965
Cleveland Cavaliers,Toronto Raptors,,,2018-12-01,Under,Under,True,115.0,23080
Sacramento Kings,Indiana Pacers,,,2018-12-01,Under,Under,True,105.0,23185
Los Angeles Lakers,Phoenix Suns,,,2018-12-02,Under,Under,True,72,23257
Charlotte Hornets,New Orleans Pelicans,,,2018-12-02,-,Under,False,0,23257
Philadelphia 76ers,Memphis Grizzlies,,,2018-12-02,Under,Under,True,80,23337
Miami Heat,Utah Jazz,,,2018-12-02,Under,Under,True,105.0,23442
San Antonio Spurs,Portland Trail Blazers,,,2018-12-02,Over,Over,True,72,23514
Dallas Mavericks,LA Clippers,,,2018-12-02,-,Under,False,0,23514
Detroit Pistons,Oklahoma City Thunder,,,2018-12-03,Under,Under,True,115.0,23629
New York Knicks,Washington Wizards,,,2018-12-03,Under,Under,True,100.0,23729
Atlanta Hawks,Golden State Warriors,,,2018-12-03,Over,Over,True,100.0,23829
Toronto Raptors,Denver Nuggets,,,2018-12-03,Under,Under,True,105.0,23934
Brooklyn Nets,Cleveland Cavaliers,,,2018-12-03,Under,Under,True,100.0,24034
Minnesota Timberwolves,Houston Rockets,,,2018-12-03,Under,Under,True,115.0,24149
New Orleans Pelicans,LA Clippers,,,2018-12-03,-,Over,False,0,24149
Indiana Pacers,Chicago Bulls,,,2018-12-04,Under,Under,True,120.0,24269
Miami Heat,Orlando Magic,,,2018-12-04,Under,Under,True,120.0,24389
Dallas Mavericks,Portland Trail Blazers,,,2018-12-04,Under,Under,True,72,24461
Phoenix Suns,Sacramento Kings,,,2018-12-04,Over,Over,True,90,24551
Utah Jazz,San Antonio Spurs,,,2018-12-04,Over,Over,True,80,24631
Cleveland Cavaliers,Golden State Warriors,,,2018-12-05,Over,Over,True,90,24721
Orlando Magic,Denver Nuggets,,,2018-12-05,Over,Over,True,80,24801
Atlanta Hawks,Washington Wizards,,,2018-12-05,Over,Under,False,-100,24701
Brooklyn Nets,Oklahoma City Thunder,,,2018-12-05,Over,Over,True,83,24784
Minnesota Timberwolves,Charlotte Hornets,,,2018-12-05,-,Over,False,0,24784
Toronto Raptors,Philadelphia 76ers,,,2018-12-05,Under,Under,True,115.0,24899
Milwaukee Bucks,Detroit Pistons,,,2018-12-05,Under,Under,True,90,24989
New Orleans Pelicans,Dallas Mavericks,,,2018-12-05,Over,Over,True,83,25072
Memphis Grizzlies,LA Clippers,,,2018-12-05,-,Under,False,0,25072
Los Angeles Lakers,San Antonio Spurs,,,2018-12-05,Over,Over,True,83,25155
Boston Celtics,New York Knicks,,,2018-12-06,Over,Over,True,100.0,25255
Portland Trail Blazers,Phoenix Suns,,,2018-12-06,Under,Under,True,100.0,25355
Utah Jazz,Houston Rockets,,,2018-12-06,Under,Under,True,115.0,25470
